>ENCSR025EYJ_DNASE_plus
>ENCSR000EMN_DNASE_minus
0.2350	0.2933	0.2211	0.2506
0.2498	0.2709	0.2263	0.2530
0.2591	0.2745	0.2164	0.2500
0.2660	0.2729	0.2196	0.2415
0.2494	0.2858	0.2018	0.2630
0.2589	0.2982	0.1838	0.2591
0.2575	0.2743	0.1887	0.2794
0.2603	0.2138	0.2516	0.2743
0.0919	0.3713	0.2196	0.3172
0.3704	0.2654	0.1777	0.1866
0.4300	0.1526	0.1791	0.2383
0.2508	0.1943	0.4879	0.0670
0.2628	0.2427	0.1603	0.3342
0.2698	0.3087	0.2109	0.2107
0.2310	0.3549	0.2423	0.1717
0.2848	0.2955	0.2051	0.2146
0.2648	0.2694	0.2030	0.2628
0.2676	0.2656	0.2215	0.2453
0.2591	0.2585	0.2142	0.2682
0.2761	0.2569	0.2190	0.2480
>ENCSR109DTU_DNASE_plus
0.2282	0.2757	0.2757	0.2204
0.2280	0.2763	0.2745	0.2212
0.2218	0.2803	0.2689	0.2290
0.2424	0.2679	0.2683	0.2214
0.2252	0.2623	0.2725	0.2400
0.1923	0.2757	0.3168	0.2152
0.2138	0.2529	0.3027	0.2306
0.3120	0.1867	0.2440	0.2573
0.1026	0.4320	0.2468	0.2186
0.2641	0.2388	0.1933	0.3039
0.1318	0.2981	0.3260	0.2442
0.1835	0.3548	0.3470	0.1148
0.1952	0.3739	0.2060	0.2248
0.2472	0.2857	0.2346	0.2326
0.2374	0.2781	0.2657	0.2188
0.2290	0.2797	0.2761	0.2152
0.2184	0.2885	0.2709	0.2222
0.2144	0.2933	0.2847	0.2076
0.2094	0.2931	0.2943	0.2032
0.2112	0.2829	0.3066	0.1992
>ENCSR109DTU_DNASE_minus
0.2108	0.2847	0.2925	0.2120
0.2134	0.2859	0.2955	0.2052
0.2074	0.2873	0.2909	0.2144
0.2140	0.2725	0.2887	0.2248
0.2196	0.2745	0.2801	0.2258
0.2212	0.2673	0.2733	0.2382
0.2326	0.2280	0.3049	0.2344
0.2306	0.1941	0.3651	0.2102
0.1030	0.3570	0.3582	0.1817
0.2326	0.3228	0.3045	0.1401
0.3156	0.1915	0.2398	0.2531
0.2168	0.2388	0.4408	0.1036
0.2593	0.2424	0.1911	0.3072
0.2358	0.2919	0.2615	0.2108
0.2160	0.3204	0.2785	0.1851
0.2366	0.2957	0.2571	0.2106
0.2198	0.2659	0.2651	0.2492
0.2218	0.2629	0.2885	0.2268
0.2260	0.2857	0.2659	0.2224
0.2234	0.2607	0.2873	0.2286
>ENCSR025BWH_DNASE_plus
0.2139	0.2838	0.2842	0.2182
0.2113	0.2824	0.2996	0.2067
0.2135	0.3112	0.2718	0.2035
0.2276	0.2849	0.2816	0.2059
0.2089	0.2828	0.2971	0.2113
0.1743	0.2846	0.3475	0.1936
0.2083	0.2720	0.3044	0.2153
0.3201	0.1829	0.2597	0.2373
0.0864	0.4722	0.2397	0.2017
0.2282	0.2500	0.2021	0.3197
0.1608	0.3038	0.3118	0.2236
0.1849	0.3415	0.3668	0.1068
0.1952	0.3789	0.2039	0.2220
0.2504	0.3022	0.2224	0.2250
0.2389	0.2641	0.2712	0.2258
0.2117	0.2873	0.2923	0.2087
0.2125	0.2909	0.2961	0.2006
0.2049	0.3139	0.2750	0.2061
0.1976	0.3102	0.2846	0.2077
0.1998	0.3066	0.2855	0.2081
>ENCSR025BWH_DNASE_minus
0.1876	0.2977	0.3066	0.2081
0.2055	0.2983	0.2969	0.1992
0.1841	0.3018	0.3078	0.2063
0.1974	0.2828	0.2996	0.2202
0.2047	0.3022	0.2766	0.2166
0.2272	0.2826	0.2707	0.2194
0.2446	0.2391	0.2859	0.2305
0.2339	0.1976	0.3672	0.2012
0.1039	0.3537	0.3546	0.1878
0.2325	0.3151	0.3010	0.1515
0.3185	0.1920	0.2556	0.2339
0.2081	0.2321	0.4799	0.0800
0.2442	0.2575	0.1960	0.3024
0.2178	0.3034	0.2756	0.2033
0.1942	0.3493	0.2945	0.1620
0.2180	0.3042	0.2675	0.2103
0.2103	0.2957	0.2744	0.2196
0.2125	0.2780	0.2879	0.2216
0.2087	0.2790	0.3058	0.2065
0.2063	0.2929	0.2943	0.2065
>ENCSR014FPY_DNASE_plus
0.2793	0.2307	0.2202	0.2698
0.2906	0.2257	0.2192	0.2644
0.2894	0.2351	0.2121	0.2634
0.2952	0.2156	0.2140	0.2751
0.2626	0.2166	0.2301	0.2906
0.2283	0.2371	0.2624	0.2722
0.2295	0.2261	0.2420	0.3023
0.3725	0.1408	0.1726	0.3140
0.1502	0.4067	0.1849	0.2583
0.2912	0.1950	0.1710	0.3428
0.2319	0.2283	0.2307	0.3091
0.3712	0.2129	0.2853	0.1307
0.3208	0.2006	0.2390	0.2396
0.3162	0.1916	0.2559	0.2363
0.3122	0.1841	0.2305	0.2732
0.2948	0.2214	0.2400	0.2438
0.2829	0.2301	0.2148	0.2722
0.2819	0.2402	0.2202	0.2577
0.2757	0.2454	0.2226	0.2563
0.2906	0.2390	0.2166	0.2537
>ENCSR014FPY_DNASE_minus
0.2416	0.2535	0.2122	0.2927
0.2582	0.2584	0.2166	0.2669
0.2646	0.2467	0.2190	0.2697
0.2844	0.2364	0.2085	0.2707
0.2576	0.2442	0.2071	0.2911
0.2765	0.2465	0.1698	0.3072
0.2384	0.2774	0.1752	0.3090
0.2495	0.2570	0.1889	0.3046
0.1340	0.3177	0.2000	0.3482
0.3290	0.2475	0.2061	0.2174
0.3551	0.1811	0.1764	0.2874
0.2840	0.2091	0.3730	0.1338
0.3161	0.1948	0.1417	0.3474
0.2905	0.2658	0.2065	0.2372
0.2699	0.2907	0.2233	0.2162
0.2905	0.2428	0.2061	0.2606
0.2780	0.2378	0.2045	0.2798
0.2796	0.2305	0.2059	0.2840
0.2705	0.2372	0.2140	0.2784
0.2767	0.2432	0.2188	0.2612
>ENCSR618HFT_DNASE_plus
0.2521	0.2685	0.2458	0.2336
0.2432	0.2589	0.2519	0.2460
0.2525	0.2486	0.2561	0.2428
0.2521	0.2567	0.2525	0.2386
0.2310	0.2462	0.2701	0.2527
0.2140	0.2498	0.2913	0.2450
0.2340	0.2527	0.2689	0.2444
0.3266	0.1861	0.2292	0.2581
0.1457	0.3721	0.2418	0.2404
0.2701	0.2392	0.1811	0.3096
0.1715	0.2713	0.2897	0.2675
0.2026	0.3388	0.3184	0.1401
0.2306	0.3324	0.1954	0.2416
0.2436	0.2985	0.2022	0.2557
0.2567	0.2697	0.2270	0.2466
0.2430	0.2717	0.2388	0.2466
0.2525	0.2641	0.2492	0.2342
0.2384	0.2763	0.2601	0.2252
0.2284	0.2687	0.2675	0.2354
0.2386	0.2629	0.2563	0.2422
>ENCSR618HFT_DNASE_minus
0.2348	0.2557	0.2699	0.2396
0.2314	0.2733	0.2713	0.2240
0.2312	0.2571	0.2789	0.2328
0.2270	0.2615	0.2705	0.2410
0.2354	0.2581	0.2543	0.2523
0.2521	0.2274	0.2597	0.2609
0.2553	0.2058	0.2853	0.2537
0.2360	0.1897	0.3390	0.2352
0.1425	0.3218	0.3446	0.1911
0.2553	0.2969	0.2783	0.1695
0.3246	0.1857	0.2198	0.2699
0.2356	0.2246	0.3923	0.1475
0.2579	0.2344	0.1887	0.3190
0.2338	0.2785	0.2396	0.2480
0.2288	0.2887	0.2513	0.2312
0.2406	0.2613	0.2476	0.2505
0.2264	0.2625	0.2613	0.2498
0.2462	0.2494	0.2589	0.2454
0.2352	0.2625	0.2569	0.2454
0.2340	0.2462	0.2651	0.2547
