Pattern	Num_Seqlets	Label	Match_1	q-value	Match_2	q-value	Match_3	q-value	Match_4	q-value	Match_5	q-value	Match_6	q-value	Match_7	q-value	Match_8	q-value	Match_9	q-value	Match_10	q-value
metacluster_0.pattern_11	1212	DIMER-TEAD-TEAD	TEAD4_MOUSE.H11MO.0.A	5.44438E-11	TEAD4_HUMAN.H11MO.0.A	3.69669E-08	TEAD1_TEA_2	3.69669E-08	TEAD3_TEA_1	2.61971E-05	TEAD1_HUMAN.H11MO.0.A	0.00132939	TEAD3_MA0808.1	0.00132939	TEAD3_TEA_2	0.00132939	TEAD1_MOUSE.H11MO.0.A	0.00836871	TEAD2_MOUSE.H11MO.0.C	0.058709	TEAD4_MA0809.1	0.125592
metacluster_0.pattern_12	1084	ELK	ELK1_ETS_2	0.0106052	ELK1_ETS_4	0.0106052	ELK1_MA0028.2	0.0106052	Elk3.mouse_ETS_1	0.0106052	ELK4_MA0076.2	0.0106052	ELK1_HUMAN.H11MO.0.B	0.0106052	ELK1_MOUSE.H11MO.0.B	0.0106052	ETV2_ETS_1	0.0106052	ETV2_MA0762.1	0.0106052	Gabpa_MA0062.2	0.0106052
metacluster_0.pattern_13	975	LYL1	LYL1_HUMAN.H11MO.0.A	0.0157695	LYL1_MOUSE.H11MO.0.A	0.0157695	BHA15_HUMAN.H11MO.0.B	0.0157695	BHA15_MOUSE.H11MO.0.A	0.0157695	OLIG2_HUMAN.H11MO.0.B	0.0202715	OLIG2_MOUSE.H11MO.0.A	0.0202715	ZBT18_HUMAN.H11MO.0.C	0.0202715	TFAP4_HUMAN.H11MO.0.A	0.0202715	ATOH1_HUMAN.H11MO.0.B	0.0202715	ATOH1_MOUSE.H11MO.0.B	0.0202715
metacluster_0.pattern_14	916	RUNX	RUNX1_HUMAN.H11MO.0.A	0.0252443	RUNX1_MOUSE.H11MO.0.A	0.0270215	RUNX3_HUMAN.H11MO.0.A	0.0270215	RUNX2_HUMAN.H11MO.0.A	0.0270215	RUNX1_MA0002.2	0.0270215	RUNX2_MOUSE.H11MO.0.A	0.0270215	RUNX3_MOUSE.H11MO.0.A	0.0339594	PEBB_HUMAN.H11MO.0.C	0.141652	PEBB_MOUSE.H11MO.0.C	0.141652	RUNX3_MA0684.1	0.178747
metacluster_0.pattern_15	836	NRF1	NRF1_MA0506.1	8.27801E-06	NRF1_MOUSE.H11MO.0.A	3.75416E-05	NRF1_HUMAN.H11MO.0.A	3.75416E-05	NRF1_NRF_1	4.32868E-05	ZEB1_MA0103.3	0.430933	NHLH1_bHLH_1	1.0								
metacluster_0.pattern_16	830	ETS1	ETS1_HUMAN.H11MO.0.A	0.00146103	ETV2_HUMAN.H11MO.0.B	0.00146103	ETV2_MOUSE.H11MO.0.A	0.00146103	ETV4_HUMAN.H11MO.0.B	0.00146103	ETS1_MOUSE.H11MO.0.A	0.00146103	ERG_HUMAN.H11MO.0.A	0.00146103	ERG_MOUSE.H11MO.0.A	0.00146103	ETV6_MOUSE.H11MO.0.C	0.00146103	ETV4_MOUSE.H11MO.0.B	0.00146103	ERG_ETS_3	0.00146103
metacluster_0.pattern_17	731	ATF4	ATF4_MOUSE.H11MO.0.A	0.000577766	ATF4_HUMAN.H11MO.0.A	0.000577766	Atf4.mouse_bZIP_1	0.000577766	DDIT3_MOUSE.H11MO.0.C	0.00065749	CEBPG_HUMAN.H11MO.0.B	0.000767345	CEBPG_MOUSE.H11MO.0.B	0.00078914	ATF4_MA0833.1	0.000951533	ATF4_bZIP_1	0.000951533	CEBPD_MOUSE.H11MO.0.B	0.0391447	NFIL3_MOUSE.H11MO.0.C	0.045251
metacluster_0.pattern_18	584	ATF1	ATF1_HUMAN.H11MO.0.B	9.99318E-06	CREB1_HUMAN.H11MO.0.A	9.99318E-06	CREB1_MOUSE.H11MO.0.A	9.99318E-06	FOSL2+JUN_MA1131.1	3.60041E-05	FOSB+JUNB_MA1136.1	6.80144E-05	FOSB+JUN_MA1127.1	7.55716E-05	FOSL2+JUND_MA1145.1	0.000129551	JUN+JUNB_MA1133.1	0.000138093	FOSL1+JUN_MA1129.1	0.000138093	Creb5.mouse_bZIP_1	0.000143013
metacluster_0.pattern_19	580	TEAD4	SMCA1_HUMAN.H11MO.0.C	0.644555	TEAD4_MOUSE.H11MO.0.A	0.644555	TEAD3_TEA_1	0.644555	TEAD1_MA0090.2	0.644555	TEAD1_TEA_1	0.644555	ZNF713_C2H2_1	0.644555	TEAD4_MA0809.1	0.644555	TEAD4_TEA_1	0.644555	TEAD3_MA0808.1	0.644555	TEAD3_TEA_2	0.644555
metacluster_0.pattern_20	571	IRF1	IRF1_MA0050.2	6.92944E-12	IRF1_MOUSE.H11MO.0.A	2.24042E-10	IRF2_HUMAN.H11MO.0.A	2.24042E-10	IRF2_MOUSE.H11MO.0.B	2.24042E-10	IRF1_HUMAN.H11MO.0.A	1.14575E-08	PRDM1_C2H2_1	1.61329E-05	PRDM1_HUMAN.H11MO.0.A	2.7868E-05	PRDM1_MOUSE.H11MO.0.A	2.7868E-05	IRF7_IRF_1	0.000180677	IRF7_MA0772.1	0.000180677
metacluster_0.pattern_21	520	ZNF76	ZNF76_HUMAN.H11MO.0.C	3.1033E-22	ZN143_HUMAN.H11MO.0.A	4.9853E-11	ZN143_MOUSE.H11MO.0.A	4.9853E-11	THA11_HUMAN.H11MO.0.B	5.08878E-11	THA11_MOUSE.H11MO.0.B	5.08878E-11	ZNF143_C2H2_1	0.00974504	ZNF143_MA0088.2	0.00974504	P63_HUMAN.H11MO.0.A	0.0619015	P63_MOUSE.H11MO.0.B	0.0619015	STAT3_HUMAN.H11MO.0.A	0.0918207
metacluster_0.pattern_22	435	SIX1	SIX1_HUMAN.H11MO.0.A	1.85107E-11	SIX2_MOUSE.H11MO.0.A	2.81681E-10	SIX2_HUMAN.H11MO.0.A	5.59388E-08	SIX1_MA1118.1	5.71306E-07	SIX2_MA1119.1	8.41684E-06	SIX4_MOUSE.H11MO.0.C	0.00191752	DUX4_HUMAN.H11MO.0.A	1.0	DUX4_MA0468.1	1.0				
metacluster_0.pattern_23	389	DIMER-TEAD-AP1.4	BATF_HUMAN.H11MO.0.A	0.144271	BATF_MOUSE.H11MO.0.A	0.315178	NKX61_HUMAN.H11MO.0.B	0.315178	BATF+JUN_MA0462.1	0.315178	BATF3_HUMAN.H11MO.0.B	0.315178	BATF3_MOUSE.H11MO.0.A	0.315178	JDP2_bZIP_1	0.568363	Jdp2.mouse_bZIP_1	0.568363	JDP2_MA0655.1	0.568363	JDP2_bZIP_3	0.568363
metacluster_0.pattern_24	357	DIMER-FOXC1-AP1	FOXD2_forkhead_1	0.0754195	FOXC1_forkhead_2	0.0754195	FOXC2_forkhead_1	0.0754195	FOXD3_forkhead_1	0.0754195	FOXB1_forkhead_2	0.221784	FOXB1_MA0845.1	0.645062	FOXB1_forkhead_3	0.645062	FOXC1_MA0032.2	0.679182	FOXC1_forkhead_3	0.679182	POU2F1_POU_2	0.679182
metacluster_0.pattern_25	345	DIMER-TEAD-TEAD	TEAD3_TEA_1	0.0898986	TEAD1_TEA_2	0.0898986	ZNF713_C2H2_1	0.486395	Hmx3_MA0898.1	0.544607	FOXK2_MA1103.1	0.563274	Hmx2_MA0897.1	0.563274	TEAD4_MOUSE.H11MO.0.A	0.563274	FOXK1_MA0852.2	0.944467	FOXC2_MA0846.1	0.944467	FOXC2_forkhead_3	0.944467
metacluster_0.pattern_26	302	DIMER-TEAD-AP1.5	CREB1_HUMAN.H11MO.0.A	0.378216	CREB1_MOUSE.H11MO.0.A	0.378216	JUN_MA0488.1	0.378216	FOSB+JUN_MA1127.1	0.378216	FOSL2+JUN_MA1131.1	0.378216	ATF2_HUMAN.H11MO.0.B	0.378216	ATF2_MOUSE.H11MO.0.A	0.378216	ATF1_HUMAN.H11MO.0.B	0.378216	Creb5.mouse_bZIP_1	0.378216	Creb5_MA0840.1	0.378216
metacluster_0.pattern_27	261	TYY1	TYY1_HUMAN.H11MO.0.A	1.91411E-07	TYY1_MOUSE.H11MO.0.A	1.66674E-05	YY1_MA0095.2	3.20339E-05	TAF1_MOUSE.H11MO.0.A	0.000322861	THAP1_HUMAN.H11MO.0.C	0.000944195	ZFP42_HUMAN.H11MO.0.A	0.00174711	ZFP42_MOUSE.H11MO.0.A	0.00174711	TAF1_HUMAN.H11MO.0.A	0.00196742	YY2_C2H2_2	0.00474149	YY1_C2H2_1	0.0291557
metacluster_0.pattern_28	227	DIMER-RUNX-TEAD	RUNX3_HUMAN.H11MO.0.A	0.0638459	RUNX3_MA0684.1	0.0983893	RUNX3_RUNX_4	0.0983893	PEBB_HUMAN.H11MO.0.C	0.0983893	PEBB_MOUSE.H11MO.0.C	0.0983893	RUNX1_HUMAN.H11MO.0.A	0.0983893	RUNX3_RUNX_2	0.0983893	RUNX2_HUMAN.H11MO.0.A	0.0983893	RUNX1_MA0002.2	0.0983893	RUNX2_MA0511.2	0.14505
metacluster_0.pattern_29	175	ARNTL	TFE3_HUMAN.H11MO.0.B	0.000172474	TFE3_MOUSE.H11MO.0.A	0.000172474	ARNTL_bHLH_1	0.000315648	MLX_MA0663.1	0.000315648	MLX_bHLH_1	0.000315648	SREBF2_MA0828.1	0.000315648	SREBF2_bHLH_1	0.000315648	Mlx.mouse_bHLH_1	0.00039386	Srebf1.mouse_bHLH_1	0.00039386	Srebf1_MA0829.1	0.00039386
metacluster_0.pattern_30	167	DIMER	ETV4_MOUSE.H11MO.0.B	0.173296	ETV2_HUMAN.H11MO.0.B	0.173296	ETV2_MOUSE.H11MO.0.A	0.173296	EHF_HUMAN.H11MO.0.B	0.173296	EHF_MOUSE.H11MO.0.B	0.173296	ETV6_MOUSE.H11MO.0.C	0.173296	ETV4_HUMAN.H11MO.0.B	0.288347	Gabpa_MA0062.2	0.288347	RELA_MA0107.1	0.288347	ETV2_ETS_1	0.288347
metacluster_0.pattern_31	161	SRF	SRF_MOUSE.H11MO.0.A	0.00774431	SRF_MA0083.3	0.00774431	SRF_MADS_2	0.00774431	SRF_HUMAN.H11MO.0.A	0.0168051	SRF_MADS_1	0.027637	ZN264_HUMAN.H11MO.0.C	0.172952	TBP_HUMAN.H11MO.0.A	0.468609	CDX1_HUMAN.H11MO.0.C	0.73587	CDX1_MOUSE.H11MO.0.C	0.73587	TBP_MOUSE.H11MO.0.A	0.73587
metacluster_0.pattern_32	120	IRF4	ETV6_ETS_1	0.00219767	IRF5_IRF_1	0.0426229	IRF5_MA1420.1	0.0426229	IRF4_IRF_1	0.068973	IRF4_MA1419.1	0.068973	Gabpa_MA0062.2	0.068973	IRF7_IRF_1	0.068973	IRF7_MA0772.1	0.068973	IRF8_IRF_2	0.0777439	IRF8_MA0652.1	0.0777439
metacluster_0.pattern_33	115	RFX2	RFX2_MOUSE.H11MO.0.A	7.27917E-08	Rfx1_MA0509.1	2.90498E-07	RFX3_MOUSE.H11MO.0.C	1.09638E-06	RFX2_HUMAN.H11MO.0.A	1.65121E-06	RFX3_MA0798.1	1.65121E-06	RFX3_RFX_1	1.65121E-06	RFX2_MA0600.2	1.65121E-06	RFX2_RFX_1	1.65121E-06	Rfx3.mouse_RFX_1	1.65121E-06	RFX5_MA0510.2	1.65121E-06
metacluster_0.pattern_34	97	ZBTB33	ZBTB33_MA0527.1	0.000279058	KAISO_HUMAN.H11MO.0.A	0.000279058	KAISO_MOUSE.H11MO.0.B	0.000279058	ZBED1_MA0749.1	0.413303	ZBED1_znf_BED_1	0.413303										
metacluster_0.pattern_35	73	REST	REST_MOUSE.H11MO.0.A	2.60536E-13	REST_MA0138.2	7.52467E-13	REST_HUMAN.H11MO.0.A	7.52467E-13	ZN335_HUMAN.H11MO.0.A	0.00734002	ZN335_MOUSE.H11MO.0.A	0.00734002	TGIF1_HUMAN.H11MO.0.A	1.0	MEIS2_MA0774.1	1.0	MEIS2_MEIS_2	1.0				
metacluster_0.pattern_36	67	ZNF76.1	ZNF76_HUMAN.H11MO.0.C	0.00062319	ZNF143_C2H2_1	0.0125167	ZNF143_MA0088.2	0.0125167	THA11_HUMAN.H11MO.0.B	0.0253689	THA11_MOUSE.H11MO.0.B	0.0253689	ZN143_MOUSE.H11MO.0.A	0.0253689	ZN143_HUMAN.H11MO.0.A	0.0268488	ZN816_HUMAN.H11MO.0.C	0.114554	KLF5_MOUSE.H11MO.0.A	0.331965	SP1_HUMAN.H11MO.0.A	0.573545
metacluster_0.pattern_37	42	DIMER-TEAD-AP1.6	FOSB+JUNB_MA1136.1	6.56832E-09	FOSL2+JUN_MA1131.1	6.17092E-08	FOSB+JUN_MA1127.1	1.11605E-07	FOSL1+JUN_MA1129.1	1.11605E-07	JUNB_MA1140.1	1.2543E-06	FOSL2+JUNB_MA1139.1	3.87354E-06	Creb5.mouse_bZIP_1	5.16511E-06	Creb5_MA0840.1	5.16511E-06	Jdp2.mouse_bZIP_2	7.42522E-06	JDP2_bZIP_2	1.04244E-05
metacluster_0.pattern_38	42	DIMER-FOX-AP1	FOXL2_MOUSE.H11MO.0.C	0.780133	FOXK1_HUMAN.H11MO.0.A	0.780133	FOXA1_MOUSE.H11MO.0.A	0.780133	ZN394_HUMAN.H11MO.0.C	0.780133	SMCA5_HUMAN.H11MO.0.C	0.780133	Foxg1.mouse_forkhead_1	0.780133	SMCA5_MOUSE.H11MO.0.C	0.780133	FOXC1_forkhead_1	0.780133	ZN502_HUMAN.H11MO.0.C	0.780133	MSX1_homeodomain_1	0.780133
metacluster_0.pattern_39	36	DIMER	CEBPD_MOUSE.H11MO.0.B	0.00741217	CEBPD_HUMAN.H11MO.0.C	0.0469189	CEBPB_MOUSE.H11MO.0.A	0.0540054	NFIL3_MOUSE.H11MO.0.C	0.0540054	CEBPA_MA0102.3	0.0540054	CEBPB_HUMAN.H11MO.0.A	0.0540054	Cebpb.mouse_bZIP_1	0.0540054	CEBPB_bZIP_2	0.0540054	CEBPD_MA0836.1	0.0540054	CEBPD_bZIP_1	0.0540054
metacluster_0.pattern_40	26	DIMER	FOXA2_HUMAN.H11MO.0.A	0.0448079	FOXA1_MOUSE.H11MO.0.A	0.0448079	Foxa2_MA0047.2	0.0448079	FOXA1_HUMAN.H11MO.0.A	0.0448079	FOXC1_HUMAN.H11MO.0.C	0.0448079	FOXC1_MOUSE.H11MO.0.C	0.0448079	FOXI1_MA0042.2	0.0448079	FOXI1_forkhead_1	0.0448079	FOXO6_MA0849.1	0.0448079	FOXO6_forkhead_2	0.0448079
metacluster_1.pattern_0	852	ZEB1	ZEB1_HUMAN.H11MO.0.A	0.012724	ZEB1_MOUSE.H11MO.0.B	0.012724	ZEB1_MA0103.3	0.0355034	SNAI1_HUMAN.H11MO.0.C	0.0355034	SNAI1_MOUSE.H11MO.0.C	0.0355034	ITF2_MOUSE.H11MO.0.B	0.0355034	SNAI2_C2H2_1	0.0355034	SNAI2_MA0745.1	0.0355034	SNAI2_HUMAN.H11MO.0.A	0.0355034	ID4_MA0824.1	0.0355034
metacluster_1.pattern_1	319	JUNB	JUNB_MA0490.1	0.000194234	FOS+JUNB_MA1134.1	0.000194234	MAFF_bZIP_1	0.000194234	Jdp2.mouse_bZIP_1	0.000321497	FOSB+JUNB_MA1135.1	0.000321497	FOSL2+JUNB_MA1138.1	0.000321497	FOSL2+JUND_MA1144.1	0.000321497	FOSL2_MA0478.1	0.000321497	FOS_MA0476.1	0.000321497	JUND_MA0491.1	0.000321497
metacluster_1.pattern_2	42	IGNORE	EN1_homeodomain_2	0.00440792	EN1_homeodomain_4	0.00440792	EMX2_homeodomain_2	0.00440792	EMX1_homeodomain_2	0.0046543	Lhx3_MA0135.1	0.00501964	LMX1B_MA0703.1	0.00610076	LMX1B_homeodomain_1	0.00610076	GBX2_homeodomain_2	0.00807399	LMX1A_MA0702.1	0.0137066	LMX1A_homeodomain_1	0.0137066
metacluster_1.pattern_3	35	TBD	KLF14_C2H2_1	0.208024	KLF14_MA0740.1	0.208024	ZIC3_HUMAN.H11MO.0.B	0.208024	ZIC3_MOUSE.H11MO.0.A	0.208024	Znf423_MA0116.1	0.208024	ZIC2_MOUSE.H11MO.0.C	0.208024	HTF4_MOUSE.H11MO.0.A	0.208024	SP4_C2H2_1	0.208024	SP4_MA0685.1	0.208024	HIC2_C2H2_1	0.208024
metacluster_1.pattern_4	29	DIMER	FOSL1+JUND_MA1142.1	0.0329452	JUNB_MOUSE.H11MO.0.A	0.0329452	FOSB_HUMAN.H11MO.0.A	0.0329452	FOS_HUMAN.H11MO.0.A	0.0329452	ITF2_MOUSE.H11MO.0.B	0.0329452	ATF3_MOUSE.H11MO.0.A	0.0329452	FOS+JUN_MA0099.3	0.0329452	FOSL1_MA0477.1	0.0329452	JUND_MA0491.1	0.0329452	FOSL2+JUNB_MA1138.1	0.0329452
