Pattern	Num_Seqlets	Label	Match_1	q-value	Match_2	q-value	Match_3	q-value	Match_4	q-value	Match_5	q-value	Match_6	q-value	Match_7	q-value	Match_8	q-value	Match_9	q-value	Match_10	q-value
metacluster_0.pattern_10	1151	NRF1	NRF1_MOUSE.H11MO.0.A	3.96987E-06	NRF1_HUMAN.H11MO.0.A	3.96987E-06	NRF1_NRF_1	1.87151E-05	NRF1_MA0506.1	8.72371E-05	ZEB1_MA0103.3	0.82824										
metacluster_0.pattern_11	1100	STA5A	STA5A_MOUSE.H11MO.0.A	0.00074678	Stat5a+Stat5b_MA0519.1	0.00172529	STA5A_HUMAN.H11MO.0.A	0.00463318	BCL6_HUMAN.H11MO.0.A	0.00463318	STA5B_HUMAN.H11MO.0.A	0.00463318	STA5B_MOUSE.H11MO.0.A	0.00463318	BCL6_MOUSE.H11MO.0.A	0.00734178	Bcl6_MA0463.1	0.00734178	STAT3_MA0144.2	0.00734178	STAT3_HUMAN.H11MO.0.A	0.00734178
metacluster_0.pattern_12	956	"FOSL1+JUN
"	FOSL1+JUND_MA1143.1	0.000202692	Crem_MA0609.1	0.00236048	ATF1_HUMAN.H11MO.0.B	0.00276175	Mafb.mouse_bZIP_3	0.00276175	CREB1_HUMAN.H11MO.0.A	0.00276175	CREB1_MOUSE.H11MO.0.A	0.00276175	FOSL2+JUN_MA1131.1	0.00498908	FOSL1+JUN_MA1129.1	0.00967593	JUNB_MA1140.1	0.00967593	FOSB+JUNB_MA1136.1	0.0102116
metacluster_0.pattern_13	814	ZN143	ZN143_MOUSE.H11MO.0.A	2.96596E-16	ZNF76_HUMAN.H11MO.0.C	4.08757E-16	ZN143_HUMAN.H11MO.0.A	3.70234E-15	THA11_HUMAN.H11MO.0.B	3.42773E-14	THA11_MOUSE.H11MO.0.B	3.42773E-14	STAT3_HUMAN.H11MO.0.A	0.0828435	STAT3_MOUSE.H11MO.0.A	0.181895	Stat5a+Stat5b_MA0519.1	0.181895	TP63_MA0525.2	0.181895	TP63_p53l_1	0.181895
metacluster_0.pattern_14	814	NFIA	NFIC_HUMAN.H11MO.0.A	4.05266E-06	NFIA_HUMAN.H11MO.0.C	0.000122163	NFIA_MOUSE.H11MO.0.C	0.000122163	NFIA_NFI_1	0.000223698	NFIC+TLX1_MA0119.1	0.000305783	NFIB_NFI_1	0.000577169	NFIX_NFI_1	0.000624655	NFIB_MOUSE.H11MO.0.C	0.0092787	NFIC_MOUSE.H11MO.0.A	0.105354	NFIX_NFI_4	0.149512
metacluster_0.pattern_15	484	TYY1	TYY1_HUMAN.H11MO.0.A	9.32781E-06	TYY1_MOUSE.H11MO.0.A	6.3346E-05	YY1_MA0095.2	8.99562E-05	TAF1_MOUSE.H11MO.0.A	0.000391819	THAP1_HUMAN.H11MO.0.C	0.000432626	TAF1_HUMAN.H11MO.0.A	0.00319714	ZFP42_HUMAN.H11MO.0.A	0.00429125	ZFP42_MOUSE.H11MO.0.A	0.00429125	YY2_C2H2_2	0.00730531	YY1_C2H2_1	0.0614237
metacluster_0.pattern_16	484	ARNTL	ARNTL_bHLH_1	2.06847E-05	MITF_MA0620.2	2.06847E-05	BHLHE41_MA0636.1	5.68393E-05	BHLHE41_bHLH_1	5.68393E-05	TFEB_MA0692.1	0.000129918	TFEB_bHLH_1	0.000129918	USF1_bHLH_1	0.000129918	USF1_HUMAN.H11MO.0.A	0.000129918	USF1_MOUSE.H11MO.0.A	0.000129918	TFE3_bHLH_1	0.000217999
metacluster_0.pattern_17	431	ZBTB33	ZBTB33_MA0527.1	0.000140204	KAISO_HUMAN.H11MO.0.A	0.000335692	KAISO_MOUSE.H11MO.0.B	0.000335692	ZBED1_MA0749.1	0.46068	ZBED1_znf_BED_1	0.46068										
metacluster_0.pattern_18	346	IRF1	IRF1_MA0050.2	1.38291E-06	IRF2_HUMAN.H11MO.0.A	1.38291E-06	IRF2_MOUSE.H11MO.0.B	1.38291E-06	IRF1_MOUSE.H11MO.0.A	4.99827E-06	IRF1_HUMAN.H11MO.0.A	1.16376E-05	PRDM1_C2H2_1	0.00030231	PRDM1_HUMAN.H11MO.0.A	0.000441006	PRDM1_MOUSE.H11MO.0.A	0.000441006	IRF7_IRF_1	0.0013386	IRF7_MA0772.1	0.0013386
metacluster_0.pattern_19	213	ZNF76	ZNF76_HUMAN.H11MO.0.C	0.00025739	ZNF143_C2H2_1	0.00226506	ZNF143_MA0088.2	0.00226506	ZN143_HUMAN.H11MO.0.A	0.0165743	THA11_HUMAN.H11MO.0.B	0.0165743	THA11_MOUSE.H11MO.0.B	0.0165743	ZN143_MOUSE.H11MO.0.A	0.017686	ZN816_HUMAN.H11MO.0.C	0.420366	Bcl6_MA0463.1	0.824525	KLF5_MOUSE.H11MO.0.A	0.824525
metacluster_0.pattern_20	212	JUND	JUN_MA0488.1	0.000250855	ATF2_HUMAN.H11MO.0.B	0.000261749	ATF2_MOUSE.H11MO.0.A	0.000261749	JUND_MA0492.1	0.000981557	FOSB+JUN_MA1127.1	0.00230709	XBP1_bZIP_1	0.00230709	FOSL2+JUN_MA1131.1	0.00230709	FOSL2+JUNB_MA1139.1	0.00230709	JDP2_bZIP_2	0.00230709	JDP2_MA0656.1	0.00239773
metacluster_0.pattern_21	185	DIMER	ETV6_ETS_1	5.59606E-07	GABPA_MOUSE.H11MO.0.A	0.0432162	GABPA_HUMAN.H11MO.0.A	0.061787	IRF8_IRF_2	0.118406	IRF8_MA0652.1	0.118406	IRF8_IRF_1	0.118406	IRF9_IRF_1	0.118406	IRF9_MA0653.1	0.118406	IRF4_IRF_1	0.118406	IRF4_MA1419.1	0.118406
metacluster_0.pattern_22	110	DIMER	SP2_MA0516.1	0.000404328	KLF12_HUMAN.H11MO.0.C	0.000595565	KLF9_HUMAN.H11MO.0.C	0.00143991	SP1_MA0079.3	0.00143991	SP4_HUMAN.H11MO.0.A	0.00143991	SP4_MOUSE.H11MO.0.B	0.00143991	SP1_MOUSE.H11MO.0.A	0.00143991	KLF5_MA0599.1	0.00143991	ZBT17_MOUSE.H11MO.0.A	0.00159625	SP2_HUMAN.H11MO.0.A	0.00159625
metacluster_0.pattern_23	87	DIMER	GABPA_HUMAN.H11MO.0.A	7.40611E-07	GABPA_MOUSE.H11MO.0.A	1.15903E-06	FLI1_MOUSE.H11MO.0.A	3.55751E-06	ETS1_MOUSE.H11MO.0.A	3.87042E-05	ELK4_MOUSE.H11MO.0.B	4.28288E-05	ELF2_HUMAN.H11MO.0.C	4.67169E-05	ELK4_MA0076.2	5.43266E-05	ELF1_MOUSE.H11MO.0.A	5.43266E-05	ELK4_HUMAN.H11MO.0.A	5.68765E-05	ELF1_HUMAN.H11MO.0.A	6.28107E-05
metacluster_0.pattern_24	66	DIMER	SOX8_HMG_7	0.738782	SOX10_HMG_4	0.738782	Sox10.mouse_HMG_3	0.738782	SOX8_HMG_2	0.738782	SOX9_HMG_7	0.738782	SOX7_HMG_3	1.0	Ddit3+Cebpa_MA0019.1	1.0						
metacluster_0.pattern_25	65	DIMER	SP2_HUMAN.H11MO.0.A	1.14688E-06	SP2_MOUSE.H11MO.0.B	1.14688E-06	SP1_MOUSE.H11MO.0.A	1.43666E-05	SP4_HUMAN.H11MO.0.A	1.43666E-05	SP4_MOUSE.H11MO.0.B	1.43666E-05	KLF6_HUMAN.H11MO.0.A	1.43666E-05	KLF6_MOUSE.H11MO.0.B	1.43666E-05	KLF3_HUMAN.H11MO.0.B	1.43666E-05	KLF3_MOUSE.H11MO.0.A	1.43666E-05	SP1_MA0079.3	1.44056E-05
metacluster_0.pattern_26	47	DIMER	KLF12_HUMAN.H11MO.0.C	0.328101	TAL1_HUMAN.H11MO.0.A	0.328101	USF2_HUMAN.H11MO.0.A	0.328101	USF2_MOUSE.H11MO.0.A	0.328101	Zfx_MA0146.2	0.464521	SP1_HUMAN.H11MO.0.A	0.464521	KLF1_HUMAN.H11MO.0.A	0.464521	TBP_MA0108.2	0.464521	GATA1_HUMAN.H11MO.0.A	0.600662	GATA1_MOUSE.H11MO.0.A	0.612976
metacluster_0.pattern_27	39	DIMER	SP2_HUMAN.H11MO.0.A	1.0	SP2_MOUSE.H11MO.0.B	1.0	IRF5_IRF_1	1.0	IRF5_MA1420.1	1.0	ZNF524_C2H2_2	1.0										
metacluster_0.pattern_28	39	DIMER	Pou2f2.mouse_POU_2	0.00115567	POU2F3_POU_1	0.00137543	POU5F1B_MA0792.1	0.00137543	POU5F1P1_POU_1	0.00137543	POU3F4_MA0789.1	0.00139602	POU3F4_POU_1	0.00139602	POU2F2_MA0507.1	0.026975	POU1F1_MA0784.1	0.026975	POU1F1_POU_2	0.026975	Pou2f3_MA0627.1	0.0307314
metacluster_0.pattern_29	33	DIMER	PBX3_MOUSE.H11MO.0.A	1.0	FOXI1_HUMAN.H11MO.0.B	1.0	FOXI1_MOUSE.H11MO.0.B	1.0	NFYC_MOUSE.H11MO.0.B	1.0	Z324A_HUMAN.H11MO.0.C	1.0	NFYC_HUMAN.H11MO.0.A	1.0	NFYB_HUMAN.H11MO.0.A	1.0	NFYB_MOUSE.H11MO.0.A	1.0	NFYA_HUMAN.H11MO.0.A	1.0	NFYA_MOUSE.H11MO.0.A	1.0
metacluster_1.pattern_0	775	HIC	Hic1.mouse_C2H2_2	0.0119066	Hic1_MA0739.1	0.0119066	Hic1.mouse_C2H2_1	0.0257975	CREB3L1_MA0839.1	0.0873708	CREB3L1_bZIP_1	0.0873708	CREB3L1_bZIP_4	0.0873708	CREB3L1_bZIP_6	0.106058	NFIC+TLX1_MA0119.1	0.168345	HIC2_C2H2_1	0.168345	HIC2_MA0738.1	0.168345
metacluster_1.pattern_1	540	NFYA	NFYA_MA0060.3	0.0967378	PDX1_HUMAN.H11MO.0.A	0.0967378	NFYB_MA0502.1	0.0967378	FOXI1_HUMAN.H11MO.0.B	0.0967378	FOXI1_MOUSE.H11MO.0.B	0.0967378	PBX1_MA0070.1	0.0967378	Dux_MA0611.1	0.0967378	NFYA_HUMAN.H11MO.0.A	0.145657	NFYA_MOUSE.H11MO.0.A	0.145657	NFYC_MOUSE.H11MO.0.B	0.193583
metacluster_1.pattern_2	298	ZEB1	HTF4_MOUSE.H11MO.0.A	0.0438689	ZEB1_HUMAN.H11MO.0.A	0.0438689	ZEB1_MOUSE.H11MO.0.B	0.0438689	TCF4_bHLH_2	0.0438689	HTF4_HUMAN.H11MO.0.A	0.0438689	TCF4_MA0830.1	0.0438689	TCF4_bHLH_1	0.0438689	TBX15_MA0803.1	0.0438689	TBX15_TBX_2	0.0438689	TBX1_MA0805.1	0.0438689
metacluster_1.pattern_3	229	REST	REST_HUMAN.H11MO.0.A	8.73833E-12	REST_MOUSE.H11MO.0.A	8.73833E-12	REST_MA0138.2	5.1801E-11	ZN335_HUMAN.H11MO.0.A	0.0521064	ZN335_MOUSE.H11MO.0.A	0.0521064	CLOCK_HUMAN.H11MO.0.C	1.0	CLOCK_MOUSE.H11MO.0.C	1.0	RUNX2_HUMAN.H11MO.0.A	1.0				
metacluster_1.pattern_4	199	NA	POU4F2_MA0683.1	1.0	POU4F2_POU_2	1.0	POU4F2_POU_1	1.0	POU1F1_POU_1	1.0	POU4F1_MA0790.1	1.0	POU4F1_POU_1	1.0	POU4F3_MA0791.1	1.0	POU4F3_POU_1	1.0	PDX1_MOUSE.H11MO.0.B	1.0	PAX2_PAX_1	1.0
metacluster_1.pattern_5	193	Gfi	Gfi1_MA0038.1	1.0																		
metacluster_1.pattern_6	177	HXA1	HXA1_HUMAN.H11MO.0.C	0.106598	HXA1_MOUSE.H11MO.0.C	0.106598	PDX1_HUMAN.H11MO.0.A	0.843159	OZF_HUMAN.H11MO.0.C	1.0	ZN260_HUMAN.H11MO.0.C	1.0	DMRT3_MA0610.1	1.0	ZNF24_MA1124.1	1.0						
metacluster_1.pattern_7	157	NA	Sox17.mouse_HMG_2	0.0317594	CUX2_CUT_1	0.0317594	PDX1_HUMAN.H11MO.0.A	0.0317594	PBX1_MA0070.1	0.0317594	HXB7_HUMAN.H11MO.0.C	0.0317594	HXB7_MOUSE.H11MO.0.C	0.0317594	HXA1_HUMAN.H11MO.0.C	0.0445201	HXA1_MOUSE.H11MO.0.C	0.0445201	SOX15_HMG_3	0.0445201	PIT1_HUMAN.H11MO.0.C	0.0506907
metacluster_1.pattern_8	144	NA	EGR2_HUMAN.H11MO.0.A	1.0																		
metacluster_1.pattern_9	140	NA	ZN770_HUMAN.H11MO.0.C	1.85065E-07	ZSC22_HUMAN.H11MO.0.C	0.0689844	MAF_MOUSE.H11MO.0.A	0.0689844	ZBT17_HUMAN.H11MO.0.A	0.0689844	KLF6_HUMAN.H11MO.0.A	0.12719	KLF6_MOUSE.H11MO.0.B	0.12719	EGR2_HUMAN.H11MO.0.A	0.12719	TFAP2A_AP2_4	0.12719	TFAP2C_MA0814.1	0.12719	TFAP2C_TFAP_2	0.12719
metacluster_1.pattern_10	118	NA	PRDM5_MOUSE.H11MO.0.A	1.0	GATA2_HUMAN.H11MO.0.A	1.0	ZBTB6_HUMAN.H11MO.0.C	1.0	ZN263_HUMAN.H11MO.0.A	1.0												
metacluster_1.pattern_11	116	NA	HIC2_C2H2_1	0.11616	HIC2_MA0738.1	0.11616	NFAC1_MOUSE.H11MO.0.A	0.317716	Hic1.mouse_C2H2_2	0.490365	Hic1_MA0739.1	0.490365	ZBTB7A_C2H2_1	0.490365	ZBTB7A_MA0750.2	0.686219	ETS1_ETS_4	0.747305	ZN331_HUMAN.H11MO.0.C	0.817551	SP2_HUMAN.H11MO.0.A	0.817551
metacluster_1.pattern_12	108	NA	HXA1_HUMAN.H11MO.0.C	1.0	HXA1_MOUSE.H11MO.0.C	1.0	PDX1_HUMAN.H11MO.0.A	1.0	NFATC1_NFAT_2	1.0	PAX9_MA0781.1	1.0	PAX9_PAX_1	1.0								
metacluster_1.pattern_13	90	NA	SP2_HUMAN.H11MO.0.A	0.0117093	SP2_MOUSE.H11MO.0.B	0.0117093	KLF3_HUMAN.H11MO.0.B	0.0336539	KLF3_MOUSE.H11MO.0.A	0.0336539	SP3_HUMAN.H11MO.0.B	0.0336539	SP3_MOUSE.H11MO.0.B	0.0336539	ZIC1_HUMAN.H11MO.0.B	0.0336539	ZIC1_MOUSE.H11MO.0.B	0.0336539	HEN1_HUMAN.H11MO.0.C	0.0336539	HEN1_MOUSE.H11MO.0.C	0.0336539
metacluster_1.pattern_14	85	NA	RFX2_HUMAN.H11MO.0.A	1.35069E-05	Rfx1_MA0509.1	1.35069E-05	RFX2_MA0600.2	1.35069E-05	RFX2_RFX_1	1.35069E-05	RFX3_MOUSE.H11MO.0.C	1.35069E-05	Rfx3.mouse_RFX_1	1.35069E-05	RFX5_MA0510.2	1.35069E-05	RFX5_RFX_1	1.35069E-05	RFX3_MA0798.1	1.35069E-05	RFX3_RFX_1	1.35069E-05
metacluster_1.pattern_15	79	NA	ITF2_MOUSE.H11MO.0.B	0.437656	TCF4_MA0830.1	0.437656	TCF4_bHLH_1	0.437656	TCF4_bHLH_2	0.805764	SNAI2_C2H2_1	0.807646	SNAI2_MA0745.1	0.807646	ZBT14_HUMAN.H11MO.0.C	0.807646	TCF3_MA0522.2	0.823203	TCF3_bHLH_1	0.823203	MESP1_bHLH_1	0.823203
metacluster_1.pattern_16	72	ZBT7A	ZNF740_C2H2_2	0.0796374	CTCF_C2H2_1	0.0796374	ZNF740_C2H2_1	0.0796374	ZNF740_MA0753.1	0.0796374	Zfp740.mouse_C2H2_1	0.0796374	CTCFL_HUMAN.H11MO.0.A	0.0796374	CTCFL_MOUSE.H11MO.0.A	0.109555	ZIC3_HUMAN.H11MO.0.B	0.177809	ZIC3_MOUSE.H11MO.0.A	0.177809	CTCF_MOUSE.H11MO.0.A	0.197224
metacluster_1.pattern_17	58	NA	HIC2_C2H2_1	0.03219	HIC2_MA0738.1	0.03219	MAX_bHLH_1	0.0923266	Hic1.mouse_C2H2_2	0.0977885	Hic1_MA0739.1	0.0977885	SMAD4_HUMAN.H11MO.0.B	0.0977885	SMAD2+SMAD3+SMAD4_MA0513.1	0.22193	NFIX_MA0671.1	0.274716	NFIX_NFI_2	0.274716	SMAD4_MOUSE.H11MO.0.A	0.274716
metacluster_1.pattern_18	42	CTCF	CTCF_MA0139.1	0.00223216	CTCF_C2H2_1	0.00223216	CTCF_HUMAN.H11MO.0.A	0.00223216	CTCF_MOUSE.H11MO.0.A	0.0078131	CTCFL_MA1102.1	0.0232778	CTCFL_HUMAN.H11MO.0.A	0.0481398	CTCFL_MOUSE.H11MO.0.A	0.0494743	SNAI1_HUMAN.H11MO.0.C	0.0867427	SNAI1_MOUSE.H11MO.0.C	0.0867427	CREB3L1_bZIP_2	0.156693
metacluster_1.pattern_19	39	ZBT7A	NFYB_MA0502.1	0.0758523	PBX1_MA0070.1	0.0849946	PDX1_HUMAN.H11MO.0.A	0.0849946	HNF6_HUMAN.H11MO.0.B	0.0849946	HNF6_MOUSE.H11MO.0.A	0.0849946	CUX2_MOUSE.H11MO.0.C	0.125959	PBX2_HUMAN.H11MO.0.C	0.125959	PBX2_MOUSE.H11MO.0.C	0.125959	HXB7_HUMAN.H11MO.0.C	0.136916	HXB7_MOUSE.H11MO.0.C	0.136916
metacluster_1.pattern_20	38		SNAI2_MOUSE.H11MO.0.A	0.0518716	SNAI2_HUMAN.H11MO.0.A	0.0518716	ITF2_MOUSE.H11MO.0.B	0.0830022	ID4_MA0824.1	0.0858118	ID4_bHLH_1	0.0858118	ASCL1_MOUSE.H11MO.0.A	0.13291	MYF6_HUMAN.H11MO.0.C	0.13291	MYF6_MOUSE.H11MO.0.C	0.13291	TCF4_MA0830.1	0.13291	TCF4_bHLH_1	0.13291
metacluster_1.pattern_21	35		SOX13_MA1120.1	1.0	ZNF713_C2H2_1	1.0	Sox6_MA0515.1	1.0	NR4A1_MOUSE.H11MO.0.B	1.0	REL_HUMAN.H11MO.0.B	1.0	REL_MOUSE.H11MO.0.A	1.0	ZN394_HUMAN.H11MO.0.C	1.0						
metacluster_1.pattern_22	35		SP1_MOUSE.H11MO.0.A	0.00161623	SP2_HUMAN.H11MO.0.A	0.00847867	SP2_MOUSE.H11MO.0.B	0.00847867	AP2B_HUMAN.H11MO.0.B	0.00847867	AP2B_MOUSE.H11MO.0.B	0.00847867	ZFX_MOUSE.H11MO.0.B	0.00857354	SP1_HUMAN.H11MO.0.A	0.00865972	PATZ1_HUMAN.H11MO.0.C	0.00899844	SP3_HUMAN.H11MO.0.B	0.00899844	SP3_MOUSE.H11MO.0.B	0.00899844
metacluster_1.pattern_23	30		CTCF_C2H2_1	0.000319017	CTCF_MA0139.1	0.000319017	CTCF_HUMAN.H11MO.0.A	0.00176999	CTCF_MOUSE.H11MO.0.A	0.00342647	CTCFL_MOUSE.H11MO.0.A	0.0427769	CTCFL_HUMAN.H11MO.0.A	0.044411	SNAI1_HUMAN.H11MO.0.C	0.21259	SNAI1_MOUSE.H11MO.0.C	0.21259	CTCFL_MA1102.1	0.245287	ZN554_HUMAN.H11MO.0.C	0.702008
metacluster_1.pattern_24	25		TFAP4_HUMAN.H11MO.0.A	0.127017	TGIF1_MOUSE.H11MO.0.A	0.127017	ASCL1_MA1100.1	0.127017	Hic1.mouse_C2H2_1	0.127017	BHA15_HUMAN.H11MO.0.B	0.127017	BHA15_MOUSE.H11MO.0.A	0.127017	Hic1.mouse_C2H2_2	0.127017	Hic1_MA0739.1	0.127017	SCRT2_C2H2_1	0.127017	SCRT2_MA0744.1	0.127017
metacluster_1.pattern_25	24																					
metacluster_1.pattern_26	23		ZBT7A_HUMAN.H11MO.0.A	0.106444	ZBT7A_MOUSE.H11MO.0.B	0.106444	ZN320_HUMAN.H11MO.0.C	0.287945	SPDEF_ETS_5	0.326286	SPDEF_ETS_2	0.632828	USF2_MA0526.2	0.928029	PRDM4_C2H2_1	0.928029	ZNF76_HUMAN.H11MO.0.C	0.928029	KLF1_HUMAN.H11MO.0.A	0.928029	GLI3_HUMAN.H11MO.0.B	0.928029
