Pattern	Num_Seqlets	Label	Match_1	q-value	Match_2	q-value	Match_3	q-value	Match_4	q-value	Match_5	q-value	Match_6	q-value	Match_7	q-value	Match_8	q-value	Match_9	q-value	Match_10	q-value
metacluster_0.pattern_10	927	NRF1	NRF1_MOUSE.H11MO.0.A	1.95566E-06	NRF1_HUMAN.H11MO.0.A	2.60851E-06	NRF1_NRF_1	2.09629E-05	NRF1_MA0506.1	0.000127387	ZEB1_MA0103.3	0.990575										
metacluster_0.pattern_11	909	FOSL1+JUN	ATF1_HUMAN.H11MO.0.B	0.000258924	CREB1_HUMAN.H11MO.0.A	0.000258924	CREB1_MOUSE.H11MO.0.A	0.000258924	FOSL1+JUND_MA1143.1	0.000273799	FOSL2+JUN_MA1131.1	0.000495123	Mafb.mouse_bZIP_3	0.000570262	FOSB+JUNB_MA1136.1	0.000570262	JUNB_MA1140.1	0.000570262	FOSL2+JUND_MA1145.1	0.000570262	FOSB+JUN_MA1127.1	0.000570262
metacluster_0.pattern_12	879	TYY1	TYY1_HUMAN.H11MO.0.A	9.09994E-07	TYY1_MOUSE.H11MO.0.A	2.7492E-06	YY1_MA0095.2	1.20184E-05	TAF1_MOUSE.H11MO.0.A	0.000207059	THAP1_HUMAN.H11MO.0.C	0.000562219	ZFP42_HUMAN.H11MO.0.A	0.00123021	ZFP42_MOUSE.H11MO.0.A	0.00123021	TAF1_HUMAN.H11MO.0.A	0.00179326	YY2_C2H2_2	0.00390067	YY1_C2H2_1	0.0215252
metacluster_0.pattern_13	816	GC	SP2_HUMAN.H11MO.0.A	0.000127086	SP2_MOUSE.H11MO.0.B	0.000127086	SP3_HUMAN.H11MO.0.B	0.00065543	SP3_MOUSE.H11MO.0.B	0.00065543	SP1_HUMAN.H11MO.0.A	0.00334304	KLF3_HUMAN.H11MO.0.B	0.00418333	KLF3_MOUSE.H11MO.0.A	0.00418333	SP1_MOUSE.H11MO.0.A	0.00462207	USF2_HUMAN.H11MO.0.A	0.00594434	USF2_MOUSE.H11MO.0.A	0.00594434
metacluster_0.pattern_14	804	NFIA	NFIA_HUMAN.H11MO.0.C	3.57702E-05	NFIA_MOUSE.H11MO.0.C	3.57702E-05	NFIC_HUMAN.H11MO.0.A	4.7193E-05	NFIC+TLX1_MA0119.1	0.000173685	NFIA_NFI_1	0.000387989	NFIX_NFI_1	0.000415382	NFIB_NFI_1	0.00212584	AP2C_MOUSE.H11MO.0.A	0.218975	NFIX_NFI_4	0.234915	NFIB_MOUSE.H11MO.0.C	0.254954
metacluster_0.pattern_15	722	GC	NRF1_MOUSE.H11MO.0.A	0.00356452	NRF1_HUMAN.H11MO.0.A	0.0036278	NRF1_MA0506.1	0.262355	Zic3.mouse_C2H2_1	0.334354	ZIC3_C2H2_1	0.334354	ZIC3_MA0697.1	0.334354	ZIC4_C2H2_1	0.334354	ZIC4_MA0751.1	0.334354	NRF1_NRF_1	0.381567	ZIC1_C2H2_1	0.527638
metacluster_0.pattern_16	590	ZN143	ZN143_MOUSE.H11MO.0.A	9.61415E-16	ZNF76_HUMAN.H11MO.0.C	6.56998E-14	ZN143_HUMAN.H11MO.0.A	2.78646E-13	THA11_HUMAN.H11MO.0.B	1.6406E-12	THA11_MOUSE.H11MO.0.B	3.1982E-12	STAT3_HUMAN.H11MO.0.A	0.0568808	STAT3_MOUSE.H11MO.0.A	0.127164	Stat5a+Stat5b_MA0519.1	0.127164	TP63_MA0525.2	0.154202	TP63_p53l_1	0.154202
metacluster_0.pattern_17	474	JUND	JUN_MA0488.1	0.000571102	JUND_MA0492.1	0.0012494	ATF2_HUMAN.H11MO.0.B	0.0012494	ATF2_MOUSE.H11MO.0.A	0.0012494	FOSL1+JUN_MA1129.1	0.00808251	FOSB+JUNB_MA1136.1	0.00808251	JUNB_MA1140.1	0.00808251	FOSL2+JUN_MA1131.1	0.00808251	XBP1_bZIP_1	0.00808251	FOSB+JUN_MA1127.1	0.00808251
metacluster_0.pattern_18	438	GC	SP2_HUMAN.H11MO.0.A	0.000677938	SP2_MOUSE.H11MO.0.B	0.000677938	SP1_HUMAN.H11MO.0.A	0.00433839	SP1_MOUSE.H11MO.0.A	0.00553775	ZFX_MOUSE.H11MO.0.B	0.00553775	SP3_HUMAN.H11MO.0.B	0.00559484	SP3_MOUSE.H11MO.0.B	0.00559484	THAP1_HUMAN.H11MO.0.C	0.0109847	MXI1_HUMAN.H11MO.0.A	0.0122543	MXI1_MOUSE.H11MO.0.A	0.0122543
metacluster_0.pattern_19	217	ZNF76	ZNF76_HUMAN.H11MO.0.C	0.000451534	ZNF143_C2H2_1	0.00155632	ZNF143_MA0088.2	0.00155632	ZN143_HUMAN.H11MO.0.A	0.0156859	THA11_HUMAN.H11MO.0.B	0.0156859	THA11_MOUSE.H11MO.0.B	0.0156859	ZN143_MOUSE.H11MO.0.A	0.0180416	Bcl6_MA0463.1	0.73456	ZN816_HUMAN.H11MO.0.C	0.73456	BCL6_MOUSE.H11MO.0.A	0.875475
metacluster_0.pattern_20	177	ZBTB33	ZBTB33_MA0527.1	6.01309E-06	KAISO_HUMAN.H11MO.0.A	1.17399E-05	KAISO_MOUSE.H11MO.0.B	1.17399E-05	ZBED1_MA0749.1	0.33991	ZBED1_znf_BED_1	0.33991										
metacluster_0.pattern_21	163	NA	THAP1_HUMAN.H11MO.0.C	0.0909961	TYY1_HUMAN.H11MO.0.A	1.0	TYY1_MOUSE.H11MO.0.A	1.0	PAX9_MA0781.1	1.0	PAX9_PAX_1	1.0	YY1_MA0095.2	1.0	CEBPE_HUMAN.H11MO.0.A	1.0	CEBPE_MOUSE.H11MO.0.A	1.0	PAX1_MA0779.1	1.0	PAX1_PAX_1	1.0
metacluster_0.pattern_22	155	RFX	RFX3_MA0798.1	2.89613E-11	RFX3_RFX_1	2.89613E-11	RFX2_MA0600.2	2.89613E-11	RFX2_RFX_1	2.89613E-11	RFX5_MA0510.2	3.36198E-11	RFX5_RFX_1	3.36198E-11	Rfx3.mouse_RFX_1	6.09402E-11	Rfx2.mouse_RFX_1	8.9344E-11	RFX1_HUMAN.H11MO.0.B	2.60689E-10	RFX1_MOUSE.H11MO.0.A	2.60689E-10
metacluster_0.pattern_23	140	REST	REST_MA0138.2	8.42688E-16	REST_HUMAN.H11MO.0.A	2.81561E-15	REST_MOUSE.H11MO.0.A	7.31978E-15	ZN335_HUMAN.H11MO.0.A	0.406983	ZN335_MOUSE.H11MO.0.A	0.406983	MEIS2_MA0774.1	1.0	MEIS2_MEIS_2	1.0	CLOCK_HUMAN.H11MO.0.C	1.0	CLOCK_MOUSE.H11MO.0.C	1.0	Meis3.mouse_MEIS_1	1.0
metacluster_0.pattern_24	139	STA5A	STA5A_MOUSE.H11MO.0.A	0.0592713	ANDR_MOUSE.H11MO.0.A	0.0671552	PRGR_MOUSE.H11MO.0.A	0.0671552	GCR_HUMAN.H11MO.0.A	0.0671552	Stat4_MA0518.1	0.0671552	GCR_MOUSE.H11MO.0.A	0.0671552	PRGR_HUMAN.H11MO.0.A	0.0750755	STA5A_HUMAN.H11MO.0.A	0.0750755	STAT3_MOUSE.H11MO.0.A	0.0750755	STAT3_HUMAN.H11MO.0.A	0.079477
metacluster_0.pattern_25	114	NA	ARNTL_bHLH_1	0.046638	Mlx.mouse_bHLH_1	0.046638	Srebf1.mouse_bHLH_1	0.046638	Srebf1_MA0829.1	0.046638	MLX_MA0663.1	0.046638	MLX_bHLH_1	0.046638	MLXIPL_MA0664.1	0.046638	MLXIPL_bHLH_1	0.046638	SREBF2_MA0828.1	0.046638	SREBF2_bHLH_1	0.046638
metacluster_0.pattern_26	90	DIMER	ETV6_ETS_1	1.13781E-10	GABPA_MOUSE.H11MO.0.A	0.00872659	GABPA_HUMAN.H11MO.0.A	0.00933159	IRF7_IRF_1	0.013101	IRF7_MA0772.1	0.013101	FLI1_MOUSE.H11MO.0.A	0.0323399	IRF5_IRF_1	0.0323399	IRF5_MA1420.1	0.0323399	Gabpa_MA0062.2	0.0323399	ETS1_MOUSE.H11MO.0.A	0.0323399
metacluster_0.pattern_27	83	DIMER	ATF1_HUMAN.H11MO.0.B	0.0701111	CREB1_HUMAN.H11MO.0.A	0.0701111	CREB1_MOUSE.H11MO.0.A	0.0701111	Gabpa_MA0062.2	0.124342	ATF1_MOUSE.H11MO.0.B	0.192401	FOSB+JUNB_MA1136.1	0.192401	GMEB2_SAND_3	0.192401	FOSL2+JUND_MA1145.1	0.192401	FOSL1+JUND_MA1143.1	0.192401	FOSL1+JUN_MA1129.1	0.192401
metacluster_0.pattern_28	77	AT	ONECUT3_CUT_1	0.101892	ONECUT3_MA0757.1	0.101892	ONECUT1_CUT_1	0.101892	ONECUT2_CUT_1	0.101892	ONECUT2_MA0756.1	0.101892	ZNF384_MA1125.1	0.101892	FOXD2_forkhead_1	0.101892	FOXC2_MA0846.1	0.101892	FOXC2_forkhead_3	0.101892	Foxq1_MA0040.1	0.190328
metacluster_0.pattern_29	76	CTCF	CTCFL_MOUSE.H11MO.0.A	0.0318266	CTCFL_HUMAN.H11MO.0.A	0.0318266	CTCF_MOUSE.H11MO.0.A	0.0318266	CTCF_HUMAN.H11MO.0.A	0.0318266	CTCF_MA0139.1	0.0769671	MZF1_MA0057.1	0.224261	SNAI1_HUMAN.H11MO.0.C	0.254343	SNAI1_MOUSE.H11MO.0.C	0.254343	SP1_HUMAN.H11MO.0.A	0.254343	CTCF_C2H2_1	0.257083
metacluster_0.pattern_30	51	DIMER	NFAC1_MOUSE.H11MO.0.A	1.0	ZN770_HUMAN.H11MO.0.C	1.0	RORA_nuclearreceptor_1	1.0	RORG_HUMAN.H11MO.0.C	1.0	RORG_MOUSE.H11MO.0.B	1.0	IRF4_MOUSE.H11MO.0.A	1.0	IRF4_HUMAN.H11MO.0.A	1.0	PRDM1_MA0508.2	1.0	MZF1_MA0056.1	1.0	STAT1+STAT2_MA0517.1	1.0
metacluster_0.pattern_31	43	DIMER	GATA3_GATA_2	0.595755	THRB_nuclearreceptor_3	0.595755	GATA4_GATA_1	0.595755	GATA3_GATA_1	0.595755	GATA5_GATA_1	0.595755	GATA5_MA0766.1	0.595755	CEBPE_HUMAN.H11MO.0.A	0.595755	CEBPE_MOUSE.H11MO.0.A	0.595755	GATA3_MA0037.3	0.595755	FOSB+JUN_MA1127.1	0.595755
metacluster_0.pattern_32	41	DIMER	GLIS1_C2H2_1	0.112673	GLIS1_MA0735.1	0.112673	Rxrb.mouse_nuclearreceptor_1	0.112673	ZIC3_C2H2_1	0.112673	ZIC3_MA0697.1	0.112673	GLIS3_C2H2_1	0.112673	GLIS3_MA0737.1	0.112673	ZIC1_C2H2_1	0.112673	ZIC1_MA0696.1	0.112673	RXRG_nuclearreceptor_3	0.112673
metacluster_0.pattern_33	39	DIMER	PIT1_HUMAN.H11MO.0.C	0.115242	PIT1_MOUSE.H11MO.0.C	0.115242	PO3F1_MOUSE.H11MO.0.C	0.117947	POU1F1_POU_1	0.195322	PO3F2_MOUSE.H11MO.0.A	0.464848	LHX3_HUMAN.H11MO.0.C	0.563541	MAFK_MOUSE.H11MO.0.A	0.563541	NFE2_MA0841.1	0.563541	NFE2_bZIP_1	0.563541	MAFG_HUMAN.H11MO.0.A	0.563541
metacluster_0.pattern_34	39	DIMER	ZNF740_C2H2_1	0.251908	ZNF740_C2H2_2	0.251908	ZNF740_MA0753.1	0.251908	GATA1_MOUSE.H11MO.0.A	0.251908	ZN281_MOUSE.H11MO.0.A	0.251908	GLIS3_C2H2_1	0.251908	GLIS3_MA0737.1	0.251908	GLIS1_C2H2_1	0.251908	GLIS1_MA0735.1	0.251908	GLIS2_C2H2_1	0.251908
metacluster_0.pattern_35	37	DIMER	PKNOX2_MA0783.1	0.00943397	PKNOX2_MEIS_1	0.00943397	Pknox2.mouse_MEIS_1	0.00943397	Meis2.mouse_MEIS_2	0.00943397	MEIS3_MEIS_2	0.00943397	Meis3.mouse_MEIS_2	0.00943397	PKNOX1_MA0782.1	0.00943397	PKNOX1_MEIS_1	0.00943397	TGIF2LX_MEIS_1	0.0147174	MEIS2_HUMAN.H11MO.0.B	0.019002
metacluster_0.pattern_36	34	DIMER	TBP_MA0108.2	0.584386	PRDM4_C2H2_1	0.584386	RFX1_HUMAN.H11MO.0.B	0.584386	RFX1_MOUSE.H11MO.0.A	0.584386	ZN667_HUMAN.H11MO.0.C	0.672249	NR4A2_nuclearreceptor_3	1.0								
metacluster_0.pattern_37	30	HIC	HIC2_C2H2_1	0.0472199	HIC2_MA0738.1	0.0472199	HIC1_HUMAN.H11MO.0.C	0.122485	HIC1_MOUSE.H11MO.0.C	0.122485	THAP1_MA0597.1	0.122485	ZSC31_HUMAN.H11MO.0.C	0.621331	ZN121_HUMAN.H11MO.0.C	0.621331	TFAP2C_TFAP_5	0.621331	Pparg+Rxra_MA0065.2	0.621331	TFAP2A_AP2_6	0.621331
metacluster_0.pattern_38	22	DIMER	THAP1_HUMAN.H11MO.0.C	0.0115547	RFX3_MOUSE.H11MO.0.C	0.0115547	RFX1_HUMAN.H11MO.0.B	0.0150155	RFX1_MOUSE.H11MO.0.A	0.0150155	RFX2_HUMAN.H11MO.0.A	0.0242686	RFX2_MOUSE.H11MO.0.A	0.0379705	Rfx1_MA0509.1	0.0379705	RFX3_MA0798.1	0.063034	RFX3_RFX_1	0.063034	YY1_C2H2_1	0.063034
metacluster_1.pattern_0	326	DIMER	GATA3_MA0037.3	0.0808163	GATA4_HUMAN.H11MO.0.A	0.0808163	GATA4_MOUSE.H11MO.0.A	0.0808163	GATA6_MOUSE.H11MO.0.A	0.0808163	GATA2_MA0036.3	0.0808163	GATA6_HUMAN.H11MO.0.A	0.0808163	GATA6_MA1104.1	0.0808163	GATA1_HUMAN.H11MO.0.A	0.104757	GATA2_HUMAN.H11MO.0.A	0.104757	GATA3_GATA_1	0.191666
metacluster_1.pattern_1	193		KLF12_HUMAN.H11MO.0.C	3.30427E-05	KLF3_HUMAN.H11MO.0.B	0.000194732	KLF3_MOUSE.H11MO.0.A	0.000194732	SP1_HUMAN.H11MO.0.A	0.000194732	SP4_HUMAN.H11MO.0.A	0.000548738	SP4_MOUSE.H11MO.0.B	0.000548738	SP1_MA0079.3	0.000548738	SP3_HUMAN.H11MO.0.B	0.000548738	SP3_MOUSE.H11MO.0.B	0.000548738	KLF5_MA0599.1	0.000858951
metacluster_1.pattern_2	157		CTCF_MOUSE.H11MO.0.A	3.16067E-12	CTCFL_HUMAN.H11MO.0.A	3.16067E-12	CTCFL_MOUSE.H11MO.0.A	5.98104E-12	CTCF_HUMAN.H11MO.0.A	4.46211E-11	CTCF_MA0139.1	5.28161E-10	CTCF_C2H2_1	4.14798E-06	CTCFL_MA1102.1	4.21082E-06	ASCL1_MA1100.1	0.0987244	ZIC3_HUMAN.H11MO.0.B	0.136711	ZIC3_MOUSE.H11MO.0.A	0.136711
metacluster_1.pattern_3	122		BACH2_MOUSE.H11MO.0.A	1.68871E-06	NFE2_HUMAN.H11MO.0.A	1.68871E-06	BACH2_HUMAN.H11MO.0.A	2.05903E-06	NF2L2_HUMAN.H11MO.0.A	8.40261E-06	NFE2_MOUSE.H11MO.0.A	8.40261E-06	MAF+NFE2_MA0501.1	8.40261E-06	BACH1_HUMAN.H11MO.0.A	1.03284E-05	NF2L2_MOUSE.H11MO.0.A	1.12966E-05	Bach1+Mafk_MA0591.1	1.20498E-05	Nfe2l2_MA0150.2	1.9782E-05
metacluster_1.pattern_4	88		ELF1_MOUSE.H11MO.0.A	1.44126E-06	ELF2_HUMAN.H11MO.0.C	4.14091E-06	ETV1_HUMAN.H11MO.0.A	6.86247E-06	Gabpa_MA0062.2	6.86247E-06	ZBTB7A_MA0750.2	6.86247E-06	ELF1_HUMAN.H11MO.0.A	6.86247E-06	GABPA_HUMAN.H11MO.0.A	6.86247E-06	ELK4_MA0076.2	1.20571E-05	GABPA_MOUSE.H11MO.0.A	1.87555E-05	ELK1_MOUSE.H11MO.0.B	2.69806E-05
metacluster_1.pattern_5	34		SP2_MA0516.1	2.5442E-08	SP3_HUMAN.H11MO.0.B	2.67738E-07	SP3_MOUSE.H11MO.0.B	2.67738E-07	SP4_HUMAN.H11MO.0.A	7.41367E-07	SP4_MOUSE.H11MO.0.B	7.41367E-07	SP2_HUMAN.H11MO.0.A	1.877E-06	SP2_MOUSE.H11MO.0.B	1.877E-06	SP1_MA0079.3	2.13197E-06	KLF3_HUMAN.H11MO.0.B	4.93347E-06	KLF3_MOUSE.H11MO.0.A	4.93347E-06
metacluster_1.pattern_6	24		ZBTB33_MA0527.1	0.569385	NRF1_HUMAN.H11MO.0.A	0.569385	NRF1_MOUSE.H11MO.0.A	0.569385	NRF1_MA0506.1	0.569385	KAISO_HUMAN.H11MO.0.A	0.569385	KAISO_MOUSE.H11MO.0.B	0.569385	CEBPD_HUMAN.H11MO.0.C	0.722498	CEBPA_HUMAN.H11MO.0.A	0.722498	CEBPE_HUMAN.H11MO.0.A	0.722498	CEBPE_MOUSE.H11MO.0.A	0.722498
metacluster_1.pattern_7	22		ZIC3_C2H2_1	0.00720368	ZIC3_MA0697.1	0.00720368	Zic3.mouse_C2H2_1	0.00720368	ZIC1_C2H2_1	0.00720368	ZIC1_MA0696.1	0.00720368	ZIC4_C2H2_1	0.0106046	ZIC4_MA0751.1	0.0106046	ZBT17_MOUSE.H11MO.0.A	0.0760202	WT1_HUMAN.H11MO.0.C	0.119821	WT1_MOUSE.H11MO.0.B	0.119821
metacluster_1.pattern_8	21		GATA6_MOUSE.H11MO.0.A	0.00476742	GATA3_GATA_2	0.00476742	GATA2_MOUSE.H11MO.0.A	0.00682484	GATA3_GATA_1	0.0158831	GATA4_GATA_1	0.0158831	GATA3_MOUSE.H11MO.0.A	0.0158831	GATA3_MA0037.3	0.0158831	GATA6_HUMAN.H11MO.0.A	0.0158831	GATA4_HUMAN.H11MO.0.A	0.0158831	GATA4_MOUSE.H11MO.0.A	0.0158831
