Pattern	Num_Seqlets	Label	Match_1	q-value	Match_2	q-value	Match_3	q-value	Match_4	q-value	Match_5	q-value	Match_6	q-value	Match_7	q-value	Match_8	q-value	Match_9	q-value	Match_10	q-value
metacluster_0.pattern_10	758	ETV4	ETV4_MOUSE.H11MO.0.B	0.00422252	ELF5_HUMAN.H11MO.0.A	0.00422252	ELF3_HUMAN.H11MO.0.A	0.00559815	ELF3_MOUSE.H11MO.0.B	0.00559815	EHF_HUMAN.H11MO.0.B	0.00559815	EHF_MOUSE.H11MO.0.B	0.00559815	ERG_HUMAN.H11MO.0.A	0.00796968	ETV5_HUMAN.H11MO.0.C	0.00948315	ELF2_MOUSE.H11MO.0.C	0.00948315	SPIC_ETS_1	0.00948315
metacluster_0.pattern_11	750	ZNF76	ZNF76_HUMAN.H11MO.0.C	5.6098E-17	ZN143_MOUSE.H11MO.0.A	6.86441E-11	ZN143_HUMAN.H11MO.0.A	1.64597E-10	THA11_MOUSE.H11MO.0.B	2.61275E-10	THA11_HUMAN.H11MO.0.B	2.61275E-10	ZNF143_C2H2_1	0.0126685	ZNF143_MA0088.2	0.0126685	P63_HUMAN.H11MO.0.A	0.0472082	P63_MOUSE.H11MO.0.B	0.0472082	STAT3_HUMAN.H11MO.0.A	0.054366
metacluster_0.pattern_12	736	ARNTL	ARNTL_bHLH_1	3.03937E-05	MITF_MA0620.2	3.03937E-05	BHLHE41_MA0636.1	4.43377E-05	BHLHE41_bHLH_1	4.43377E-05	USF1_HUMAN.H11MO.0.A	4.56779E-05	USF1_MOUSE.H11MO.0.A	5.48135E-05	USF1_bHLH_1	9.45383E-05	TFEB_MA0692.1	9.45383E-05	TFEB_bHLH_1	9.45383E-05	USF2_MA0526.2	0.000127051
metacluster_0.pattern_13	647	TYY1	TYY1_HUMAN.H11MO.0.A	1.55056E-06	TYY1_MOUSE.H11MO.0.A	4.38432E-05	YY1_MA0095.2	5.86982E-05	TAF1_MOUSE.H11MO.0.A	0.00030757	THAP1_HUMAN.H11MO.0.C	0.000817388	TAF1_HUMAN.H11MO.0.A	0.00254096	ZFP42_HUMAN.H11MO.0.A	0.00254096	ZFP42_MOUSE.H11MO.0.A	0.00254096	YY2_C2H2_2	0.00578088	YY1_C2H2_1	0.0420149
metacluster_0.pattern_14	530	GC	NRF1_MA0506.1	0.451212	NRF1_MOUSE.H11MO.0.A	0.613149	NRF1_NRF_1	0.613149	ZBT14_HUMAN.H11MO.0.C	0.613149	SP2_HUMAN.H11MO.0.A	0.613149	SP2_MOUSE.H11MO.0.B	0.613149	NRF1_HUMAN.H11MO.0.A	0.613149	SP3_HUMAN.H11MO.0.B	0.613149	SP3_MOUSE.H11MO.0.B	0.613149	EGR1_MOUSE.H11MO.0.A	0.613149
metacluster_0.pattern_15	525	CTCF.2	CTCF_MA0139.1	0.00907422	CTCF_MOUSE.H11MO.0.A	0.00907422	CTCF_C2H2_1	0.00907422	CTCF_HUMAN.H11MO.0.A	0.00907422	CTCFL_MOUSE.H11MO.0.A	0.00907759	CTCFL_HUMAN.H11MO.0.A	0.00907759	CTCFL_MA1102.1	0.108973	Znf423_MA0116.1	0.965937	ZIC3_HUMAN.H11MO.0.B	0.965937	ZIC3_MOUSE.H11MO.0.A	0.965937
metacluster_0.pattern_16	368	REST	REST_MA0138.2	2.59545E-18	REST_HUMAN.H11MO.0.A	2.59545E-18	REST_MOUSE.H11MO.0.A	2.46118E-17	ZN335_HUMAN.H11MO.0.A	0.944251	ZN335_MOUSE.H11MO.0.A	0.944251	Sox1.mouse_HMG_3	1.0	SRY_HMG_3	1.0	SOX21_HMG_3	1.0	SOX14_HMG_3	1.0		
metacluster_0.pattern_17	232	ZBTB33	ZBTB33_MA0527.1	4.72376E-05	KAISO_HUMAN.H11MO.0.A	0.000121448	KAISO_MOUSE.H11MO.0.B	0.000121448	ZBED1_MA0749.1	0.369956	ZBED1_znf_BED_1	0.369956										
metacluster_0.pattern_18	206	ZNF76	ZNF76_HUMAN.H11MO.0.C	0.000328953	ZNF143_C2H2_1	0.00359572	ZNF143_MA0088.2	0.00359572	THA11_HUMAN.H11MO.0.B	0.0121432	ZN143_HUMAN.H11MO.0.A	0.0121432	ZN143_MOUSE.H11MO.0.A	0.0121432	THA11_MOUSE.H11MO.0.B	0.0121432	ZN816_HUMAN.H11MO.0.C	0.326064	KLF5_MOUSE.H11MO.0.A	0.719243	SP1_HUMAN.H11MO.0.A	0.719243
metacluster_0.pattern_19	174	DIMER	ZN264_HUMAN.H11MO.0.C	0.999999	HNF4A_nuclearreceptor_5	0.999999	Hnf4a.mouse_nuclearreceptor_1	0.999999	Hnf4a_MA0114.3	0.999999	PRD14_MOUSE.H11MO.0.A	0.999999	HNF4A_nuclearreceptor_2	0.999999	HSFY2_HSF_2	0.999999	HNF4A_HUMAN.H11MO.0.A	0.999999	PRD14_HUMAN.H11MO.0.A	0.999999	ZNF524_C2H2_1	0.999999
metacluster_0.pattern_20	122	RFX	Rfx1_MA0509.1	4.85951E-08	Rfx3.mouse_RFX_1	1.32302E-07	RFX2_MA0600.2	1.32302E-07	RFX2_RFX_1	1.32302E-07	Rfx2.mouse_RFX_1	1.32302E-07	RFX3_MA0798.1	1.32302E-07	RFX3_RFX_1	1.32302E-07	RFX5_MA0510.2	1.32302E-07	RFX5_RFX_1	1.32302E-07	RFX2_MOUSE.H11MO.0.A	1.32302E-07
metacluster_0.pattern_21	91	DIMER	SP2_MA0516.1	0.0490863	SP1_MOUSE.H11MO.0.A	0.112756	PATZ1_HUMAN.H11MO.0.C	0.112756	ZBT17_MOUSE.H11MO.0.A	0.112756	SP4_HUMAN.H11MO.0.A	0.112756	SP4_MOUSE.H11MO.0.B	0.112756	KLF9_HUMAN.H11MO.0.C	0.112756	SP3_HUMAN.H11MO.0.B	0.112756	SP3_MOUSE.H11MO.0.B	0.112756	Gabpa_MA0062.2	0.112756
metacluster_0.pattern_22	65	DIMER	GATA6_HUMAN.H11MO.0.A	1.0	GATA2_MOUSE.H11MO.0.A	1.0	SMCA5_HUMAN.H11MO.0.C	1.0	BCL6_HUMAN.H11MO.0.A	1.0	BCL6_MOUSE.H11MO.0.A	1.0	Gata1_MA0035.3	1.0	Bcl6_MA0463.1	1.0	THRB_nuclearreceptor_1	1.0	RBPJ_MA1116.1	1.0		
metacluster_0.pattern_23	56	DIMER	RFX2_MOUSE.H11MO.0.A	0.000190528	RFX1_HUMAN.H11MO.0.B	0.000190528	RFX1_MOUSE.H11MO.0.A	0.000190528	Rfx2.mouse_RFX_2	0.000239276	RFX3_MOUSE.H11MO.0.C	0.000239276	RFX6_MOUSE.H11MO.0.C	0.000239276	RFX2_RFX_2	0.000330189	RFX3_RFX_2	0.000330189	RFX5_HUMAN.H11MO.0.A	0.000638432	RFX2_HUMAN.H11MO.0.A	0.00070628
metacluster_0.pattern_24	44	DIMER	NR4A2_MA0160.1	0.105707	ERR3_MOUSE.H11MO.0.C	0.105707	ERR3_HUMAN.H11MO.0.B	0.263048	ERR2_HUMAN.H11MO.0.A	0.263048	NR4A2_HUMAN.H11MO.0.C	0.443322	NR4A2_MOUSE.H11MO.0.C	0.443322	ESRRA_nuclearreceptor_3	0.443322	ESRRA_nuclearreceptor_6	0.672823	SMAD2_MOUSE.H11MO.0.A	0.672823	ESRRG_nuclearreceptor_1	0.672823
metacluster_0.pattern_25	43	CEBPG	ATF4_MOUSE.H11MO.0.A	0.000460827	ATF4_HUMAN.H11MO.0.A	0.000468966	Atf4.mouse_bZIP_1	0.000520505	CEBPG_MOUSE.H11MO.0.B	0.000520505	ATF4_MA0833.1	0.000520505	ATF4_bZIP_1	0.000520505	CEBPG_HUMAN.H11MO.0.B	0.000574519	DDIT3_MOUSE.H11MO.0.C	0.000985506	NFIL3_MOUSE.H11MO.0.C	0.072012	CEBPA_MA0102.3	0.072012
metacluster_0.pattern_26	40	DIMER	KLF5_MA0599.1	0.0459918	KLF12_HUMAN.H11MO.0.C	0.0459918	SP1_MA0079.3	0.0459918	SP1_C2H2_1	0.0459918	KLF16_C2H2_1	0.0459918	KLF16_MA0741.1	0.0459918	KLF1_HUMAN.H11MO.0.A	0.0459918	KLF9_MA1107.1	0.0559781	KLF4_HUMAN.H11MO.0.A	0.0636121	KLF1_MOUSE.H11MO.0.A	0.0734341
metacluster_0.pattern_27	39	DIMER	BACH2_HUMAN.H11MO.0.A	2.86061E-05	BACH2_MOUSE.H11MO.0.A	2.86061E-05	JUN_MOUSE.H11MO.0.A	3.06556E-05	JUND_MOUSE.H11MO.0.A	0.000134586	FOSL2_MOUSE.H11MO.0.A	0.000134586	ATF3_MOUSE.H11MO.0.A	0.000230226	FOSL2+JUN_MA1130.1	0.000230226	JUND_HUMAN.H11MO.0.A	0.00030875	JUN_HUMAN.H11MO.0.A	0.00030875	FOSL1_HUMAN.H11MO.0.A	0.00030875
metacluster_0.pattern_28	26	DIMER	MYBA_MOUSE.H11MO.0.C	0.0427247	MYB_MOUSE.H11MO.0.A	0.298141	ITF2_HUMAN.H11MO.0.C	0.298141	HTF4_MOUSE.H11MO.0.A	0.298141	MYB_HUMAN.H11MO.0.A	0.298141	CTCF_C2H2_1	0.366772	ASCL1_HUMAN.H11MO.0.A	0.366772	ASCL1_MOUSE.H11MO.0.A	0.366772	CTCF_HUMAN.H11MO.0.A	0.366772	CTCF_MA0139.1	0.366772
metacluster_0.pattern_29	25	DIMER	RFX3_MA0798.1	0.00108445	RFX3_RFX_1	0.00108445	RFX2_MA0600.2	0.00108445	RFX2_RFX_1	0.00108445	RFX5_MA0510.2	0.00108445	RFX5_RFX_1	0.00108445	Rfx2.mouse_RFX_1	0.00108445	Rfx3.mouse_RFX_1	0.00108445	RFX5_RFX_2	0.00108445	RFX5_RFX_3	0.00108445
metacluster_0.pattern_30	25	DIMER	ELK4_MA0076.2	0.233486	ELK1_MOUSE.H11MO.0.B	0.233486	ELK1_HUMAN.H11MO.0.B	0.233486	ELK1_ETS_4	0.233486	ELK1_MA0028.2	0.233486	ERF_ETS_1	0.233486	ERF_MA0760.1	0.233486	MYBA_MOUSE.H11MO.0.C	0.233486	ETV3_ETS_1	0.233486	ETV3_MA0763.1	0.233486
metacluster_0.pattern_31	23	DIMER	GATA6_HUMAN.H11MO.0.A	0.00243694	Mecom_MA0029.1	0.00444943	EVI1_HUMAN.H11MO.0.B	0.00593569	EVI1_MOUSE.H11MO.0.B	0.00593569	GATA6_MA1104.1	0.481021	DUX4_HUMAN.H11MO.0.A	0.865542	GATA3_MA0037.3	0.865542	GATA5_GATA_1	0.865542	GATA5_MA0766.1	0.865542	GATA3_GATA_1	0.865542
metacluster_1.pattern_0	37	HIC	Hic1.mouse_C2H2_1	1.0	ZN320_HUMAN.H11MO.0.C	1.0	NFIA_MA0670.1	1.0	NFIA_NFI_2	1.0	Hic1.mouse_C2H2_2	1.0	Hic1_MA0739.1	1.0	NFIX_MA0671.1	1.0	NFIX_NFI_2	1.0	DDIT3_MOUSE.H11MO.0.C	1.0	RXRA+VDR_MA0074.1	1.0
metacluster_1.pattern_1	27	ZEB1	HTF4_MOUSE.H11MO.0.A	0.138724	SNAI1_HUMAN.H11MO.0.C	0.138724	SNAI1_MOUSE.H11MO.0.C	0.138724	ZEB1_MA0103.3	0.138724	HIC2_C2H2_1	0.138724	HIC2_MA0738.1	0.138724	CTCF_MOUSE.H11MO.0.A	0.31509	MXI1_HUMAN.H11MO.0.A	0.338647	MXI1_MOUSE.H11MO.0.A	0.338647	CTCF_HUMAN.H11MO.0.A	0.361569
metacluster_1.pattern_2	22	ZBT7A	PLAG1_MA0163.1	0.249065	ZBT7A_HUMAN.H11MO.0.A	0.249065	ZBT7A_MOUSE.H11MO.0.B	0.249065	ZN320_HUMAN.H11MO.0.C	0.249065	HEN1_HUMAN.H11MO.0.C	0.269765	HEN1_MOUSE.H11MO.0.C	0.269765	SP2_HUMAN.H11MO.0.A	0.39433	SP2_MOUSE.H11MO.0.B	0.39433	ZFX_MOUSE.H11MO.0.B	0.39433	ASCL1_MOUSE.H11MO.0.A	0.431817
