Pattern	Num_Seqlets	Label	Match_1	q-value	Match_2	q-value	Match_3	q-value	Match_4	q-value	Match_5	q-value	Match_6	q-value	Match_7	q-value	Match_8	q-value	Match_9	q-value	Match_10	q-value
metacluster_0.pattern_10	1158	NFYB	NFYB_HUMAN.H11MO.0.A	0.00633158	NFYB_MOUSE.H11MO.0.A	0.00633158	NFYC_HUMAN.H11MO.0.A	0.0182647	NFYA_HUMAN.H11MO.0.A	0.0182647	NFYA_MOUSE.H11MO.0.A	0.0182647	NFYC_MOUSE.H11MO.0.B	0.0218782	NFYB_MA0502.1	0.028683	NFYA_MA0060.3	0.0447224	Dux_MA0611.1	0.056953	FOXI1_HUMAN.H11MO.0.B	0.0617098
metacluster_0.pattern_11	1006	ATF1	ATF1_HUMAN.H11MO.0.B	0.000673662	FOSL2+JUN_MA1131.1	0.000673662	ATF1_MOUSE.H11MO.0.B	0.000673662	FOSB+JUNB_MA1136.1	0.000673662	XBP1_bZIP_1	0.000673662	CREB1_HUMAN.H11MO.0.A	0.000673662	CREB1_MOUSE.H11MO.0.A	0.000673662	FOSL1+JUN_MA1129.1	0.000673662	JUNB_MA1140.1	0.000673662	FOS+JUN_MA1126.1	0.000673662
metacluster_0.pattern_12	982	BATF	BATF_HUMAN.H11MO.0.A	7.5887E-07	BATF_MOUSE.H11MO.0.A	1.73113E-05	BATF3_HUMAN.H11MO.0.B	2.04001E-05	BATF3_MOUSE.H11MO.0.A	2.04001E-05	BATF+JUN_MA0462.1	0.00741749	JDP2_bZIP_1	0.00765733	Jdp2.mouse_bZIP_1	0.00765733	JDP2_MA0655.1	0.00765733	JDP2_bZIP_3	0.00765733	FOSB_MOUSE.H11MO.0.A	0.0818067
metacluster_0.pattern_13	975	POU5F1	POU5F1_MA1115.1	0.0041546	Pou2f2.mouse_POU_2	0.0041546	POU2F2_MA0507.1	0.0041546	PO2F2_HUMAN.H11MO.0.A	0.00634655	PO2F2_MOUSE.H11MO.0.B	0.00634655	POU5F1B_MA0792.1	0.00749065	POU5F1P1_POU_1	0.00749065	POU2F3_POU_1	0.00749065	Pou2f3_MA0627.1	0.00749065	POU3F4_MA0789.1	0.00749065
metacluster_0.pattern_14	944	RUNX	RUNX1_HUMAN.H11MO.0.A	0.124858	RUNX1_MOUSE.H11MO.0.A	0.339125	RUNX2_MOUSE.H11MO.0.A	0.339125	RUNX3_MOUSE.H11MO.0.A	0.421306	RUNX3_HUMAN.H11MO.0.A	0.421306	RUNX1_MA0002.2	0.421306	PEBB_HUMAN.H11MO.0.C	0.532232	PEBB_MOUSE.H11MO.0.C	0.532232	GMEB2_SAND_2	0.532232	FOXH1_HUMAN.H11MO.0.A	0.582956
metacluster_0.pattern_15	929	NRF1	NRF1_MOUSE.H11MO.0.A	9.09477E-07	NRF1_HUMAN.H11MO.0.A	9.09477E-07	NRF1_NRF_1	1.07995E-05	NRF1_MA0506.1	0.000236116	ZEB1_MA0103.3	1.0										
metacluster_0.pattern_16	769	PAX	PAX2_PAX_1	6.43218E-11	PAX5_MOUSE.H11MO.0.A	1.86282E-08	PAX5_PAX_1	1.86282E-08	PAX1_MA0779.1	1.79316E-05	PAX1_PAX_1	1.79316E-05	PAX6_HUMAN.H11MO.0.C	2.91365E-05	PAX6_MOUSE.H11MO.0.C	2.91365E-05	PAX9_MA0781.1	3.11781E-05	PAX9_PAX_1	3.11781E-05	PAX6_PAX_1	0.000120623
metacluster_0.pattern_17	744	RUNX-ELK-dimer	ETS1_HUMAN.H11MO.0.A	0.000480545	ERG_HUMAN.H11MO.0.A	0.00059664	ETS1_MOUSE.H11MO.0.A	0.00059664	ELF5_HUMAN.H11MO.0.A	0.000886533	EHF_HUMAN.H11MO.0.B	0.00116225	EHF_MOUSE.H11MO.0.B	0.00116225	ELF3_HUMAN.H11MO.0.A	0.00153732	ELF3_MOUSE.H11MO.0.B	0.00153732	ETV5_HUMAN.H11MO.0.C	0.00286579	SPI1_MOUSE.H11MO.0.A	0.00762284
metacluster_0.pattern_18	729	COE1	COE1_MOUSE.H11MO.0.A	8.17241E-07	COE1_HUMAN.H11MO.0.A	8.17241E-07	EBF1_EBF_1	0.00227619	EBF1_MA0154.3	0.00227619	PRD16_MOUSE.H11MO.0.B	0.00638257	MZF1_MA0056.1	0.147015	SUH_MOUSE.H11MO.0.A	0.671132	ZN528_HUMAN.H11MO.0.C	0.971441				
metacluster_0.pattern_19	694	ZNF76	ZNF76_HUMAN.H11MO.0.C	5.89615E-20	ZN143_MOUSE.H11MO.0.A	6.57938E-11	ZN143_HUMAN.H11MO.0.A	6.57938E-11	THA11_HUMAN.H11MO.0.B	6.57938E-11	THA11_MOUSE.H11MO.0.B	7.53122E-11	ZNF143_C2H2_1	0.0106175	ZNF143_MA0088.2	0.0106175	P63_HUMAN.H11MO.0.A	0.04531	P63_MOUSE.H11MO.0.B	0.04531	STAT3_HUMAN.H11MO.0.A	0.0765825
metacluster_0.pattern_20	607	MEF2D	MEF2D_HUMAN.H11MO.0.A	3.0332E-07	MEF2D_MOUSE.H11MO.0.A	3.0332E-07	MEF2A_MOUSE.H11MO.0.A	3.85025E-06	MEF2A_MA0052.3	3.85025E-06	MEF2A_MADS_1	3.85025E-06	MEF2D_MA0773.1	4.14175E-06	MEF2D_MADS_1	4.14175E-06	MEF2A_HUMAN.H11MO.0.A	7.78612E-06	MEF2C_MOUSE.H11MO.0.A	8.0534E-06	MEF2C_HUMAN.H11MO.0.A	8.5981E-06
metacluster_0.pattern_21	593	IRF	IRF9_IRF_1	0.00115024	IRF9_MA0653.1	0.00115024	IRF8_IRF_1	0.00265762	IRF5_IRF_1	0.0044557	IRF5_MA1420.1	0.0044557	IRF4_IRF_1	0.00609402	IRF4_MA1419.1	0.00609402	IRF8_IRF_2	0.0065134	IRF8_MA0652.1	0.0065134	IRF3_IRF_1	0.0075841
metacluster_0.pattern_22	572	SPIB	SPIB_ETS_1	0.0226096	SPI1_ETS_1	0.0226096	SPI1_MA0080.4	0.0226096	Spic.mouse_ETS_1	0.0380959	IRF4_MOUSE.H11MO.0.A	0.0412863	IRF4_HUMAN.H11MO.0.A	0.0412863	SPIB_MOUSE.H11MO.0.A	0.0412863	SPI1_MOUSE.H11MO.0.A	0.0412863	SPIB_HUMAN.H11MO.0.A	0.0412863	SPI1_HUMAN.H11MO.0.A	0.0412863
metacluster_0.pattern_23	513	TYY1	TYY1_HUMAN.H11MO.0.A	4.85091E-07	TYY1_MOUSE.H11MO.0.A	2.42015E-05	YY1_MA0095.2	6.10621E-05	TAF1_MOUSE.H11MO.0.A	0.000315299	THAP1_HUMAN.H11MO.0.C	0.000680726	TAF1_HUMAN.H11MO.0.A	0.00198316	ZFP42_HUMAN.H11MO.0.A	0.00198316	ZFP42_MOUSE.H11MO.0.A	0.00198316	YY2_C2H2_2	0.00558579	YY1_C2H2_1	0.0355189
metacluster_0.pattern_24	438	POU5F1-RUNX-dimer	MSX2_homeodomain_1	0.413511	Msx3.mouse_homeodomain_1	0.413511	MSX1_homeodomain_1	0.413511	IRF5_IRF_2	0.794029	RUNX3_MOUSE.H11MO.0.A	0.794029	TWST1_MOUSE.H11MO.0.B	0.794029	LEF1_HUMAN.H11MO.0.A	0.794029	LEF1_MOUSE.H11MO.0.B	0.794029	SRY_HUMAN.H11MO.0.B	0.794029	SRY_MOUSE.H11MO.0.B	0.794029
metacluster_0.pattern_25	392	HNF1B	HNF1B_HUMAN.H11MO.0.A	4.75027E-06	HNF1B_MOUSE.H11MO.0.A	4.75027E-06	HNF1A_HUMAN.H11MO.0.C	1.08861E-05	HNF1B_MA0153.2	2.20119E-05	HNF1B_homeodomain_1	2.20119E-05	HNF1A_MA0046.2	2.20119E-05	HNF1A_homeodomain_1	2.20119E-05	HNF1B_homeodomain_2	3.95036E-05	HNF1A_MOUSE.H11MO.0.A	0.000190685	Alx4_MA0853.1	0.167582
metacluster_0.pattern_26	215	ZBTB33	ZBTB33_MA0527.1	7.43279E-06	KAISO_HUMAN.H11MO.0.A	5.60809E-05	KAISO_MOUSE.H11MO.0.B	5.60809E-05	ZBED1_MA0749.1	0.49646	ZBED1_znf_BED_1	0.49646										
metacluster_0.pattern_27	215	JUND	JUND_MA0492.1	0.00026224	FOSL1+JUN_MA1129.1	0.00026224	FOSB+JUNB_MA1136.1	0.00026224	ATF2_HUMAN.H11MO.0.B	0.00026224	ATF2_MOUSE.H11MO.0.A	0.00026224	FOSB+JUN_MA1127.1	0.00026224	JUNB_MA1140.1	0.00026224	FOSL2+JUNB_MA1139.1	0.000264681	FOSL2+JUN_MA1131.1	0.000286738	XBP1_bZIP_1	0.000286738
metacluster_0.pattern_28	148	Rfx1	Rfx1_MA0509.1	3.99891E-07	RFX3_MOUSE.H11MO.0.C	3.99891E-07	RFX2_HUMAN.H11MO.0.A	5.93649E-07	RFX2_MOUSE.H11MO.0.A	5.93649E-07	Rfx2.mouse_RFX_1	9.13711E-07	Rfx3.mouse_RFX_1	9.13711E-07	RFX5_MA0510.2	9.13711E-07	RFX5_RFX_1	9.13711E-07	RFX3_MA0798.1	9.13711E-07	RFX3_RFX_1	9.13711E-07
metacluster_0.pattern_29	147	PAX	PAX5_MOUSE.H11MO.0.A	0.21477	PAX2_PAX_1	0.531826	PAX6_PAX_1	0.531826	PAX1_MA0779.1	0.531826	PAX1_PAX_1	0.531826	PAX5_PAX_1	0.531826	PAX9_MA0781.1	0.531826	PAX9_PAX_1	0.531826	ZEB1_HUMAN.H11MO.0.A	0.531826	ZEB1_MOUSE.H11MO.0.B	0.531826
metacluster_0.pattern_30	93	BATF3_HUMAN.H11MO.0.B	BATF3_HUMAN.H11MO.0.B	0.137233	BATF3_MOUSE.H11MO.0.A	0.137233	FOSL1+JUND_MA1142.1	0.304484	ZN350_HUMAN.H11MO.0.C	0.304484	BATF_HUMAN.H11MO.0.A	0.304484	BATF_MOUSE.H11MO.0.A	0.53605	JDP2_MA0655.1	0.53605	JDP2_bZIP_3	0.53605	HXB4_HUMAN.H11MO.0.B	0.53605	HXB4_MOUSE.H11MO.0.A	0.53605
metacluster_0.pattern_31	73	IRF7_HUMAN.H11MO.0.C	IRF7_HUMAN.H11MO.0.C	0.0183018	IRF7_MOUSE.H11MO.0.C	0.0183018	RUNX1_HUMAN.H11MO.0.A	0.0442465	IRF9_HUMAN.H11MO.0.C	0.0442465	IRF9_MOUSE.H11MO.0.C	0.0442465	RUNX3_RUNX_3	0.0583552	RUNX3_HUMAN.H11MO.0.A	0.0661442	RUNX1_MA0002.2	0.0661442	IRF7_IRF_1	0.0661442	IRF7_MA0772.1	0.0661442
metacluster_0.pattern_32	54	ZNF384_MA1125.1	ZNF384_MA1125.1	0.0277455	PRDM6_HUMAN.H11MO.0.C	0.0277455	ANDR_HUMAN.H11MO.0.A	0.0482388	FOXJ3_HUMAN.H11MO.0.A	0.11654	FOXJ3_MOUSE.H11MO.0.A	0.11654	STAT1_MOUSE.H11MO.0.A	0.11654	IRF1_HUMAN.H11MO.0.A	0.130131	Foxj3_MA0851.1	0.22798	IRF1_MA0050.2	0.22798	STAT2_HUMAN.H11MO.0.A	0.318472
metacluster_0.pattern_33	42	IRF4_HUMAN.H11MO.0.A	IRF4_HUMAN.H11MO.0.A	0.00928906	IRF4_MOUSE.H11MO.0.A	0.00928906	BC11A_HUMAN.H11MO.0.A	0.00940406	SPIB_MOUSE.H11MO.0.A	0.00940406	SPIB_HUMAN.H11MO.0.A	0.01771	IRF8_HUMAN.H11MO.0.B	0.01771	IRF8_MOUSE.H11MO.0.A	0.01771	SPI1_MOUSE.H11MO.0.A	0.0231134	SPI1_HUMAN.H11MO.0.A	0.0231134	ELF3_HUMAN.H11MO.0.A	0.0832283
metacluster_0.pattern_34	29	SP1_HUMAN.H11MO.0.A	SP1_HUMAN.H11MO.0.A	3.82731E-06	SP2_HUMAN.H11MO.0.A	1.35162E-05	SP2_MOUSE.H11MO.0.B	1.35162E-05	EGR1_HUMAN.H11MO.0.A	4.482E-05	KLF1_HUMAN.H11MO.0.A	4.482E-05	KLF6_HUMAN.H11MO.0.A	4.482E-05	KLF6_MOUSE.H11MO.0.B	4.482E-05	SP1_MA0079.3	4.482E-05	PATZ1_HUMAN.H11MO.0.C	0.000139865	SP3_HUMAN.H11MO.0.B	0.000198632
metacluster_0.pattern_35	28	BATF+JUN_MA0462.1	BATF+JUN_MA0462.1	0.0106883	Jdp2.mouse_bZIP_1	0.0402655	JDP2_bZIP_1	0.0402655	JDP2_MA0655.1	0.0402655	JDP2_bZIP_3	0.0402655	BATF_HUMAN.H11MO.0.A	0.048807	FOSL1+JUNB_MA1137.1	0.048807	JUNB_MA0490.1	0.048807	JUND_MOUSE.H11MO.0.A	0.048807	FOSL2+JUN_MA1130.1	0.048807
metacluster_0.pattern_36	25	GLI2_C2H2_1	GLI2_C2H2_1	0.79801	SPIB_MA0081.1	0.79801	PRD16_MOUSE.H11MO.0.B	0.79801	GLIS3_C2H2_1	0.79801	GLIS3_MA0737.1	0.79801	GLI1_MOUSE.H11MO.0.C	0.79801	RUNX1_MA0002.2	0.79801	IRF7_IRF_1	0.79801	IRF7_MA0772.1	0.79801	RUNX2_MOUSE.H11MO.0.A	0.79801
metacluster_1.pattern_0	265	ETV4_MOUSE.H11MO.0.B	ETV4_MOUSE.H11MO.0.B	0.0956338	ELK1_ETS_1	0.0956338	ELK3_ETS_1	0.0956338	ELK3_MA0759.1	0.0956338	ELK4_ETS_1	0.0956338	ERF_ETS_1	0.0956338	ERF_MA0760.1	0.0956338	ERG_ETS_1	0.0956338	ERG_ETS_3	0.0956338	ERG_MA0474.2	0.0956338
metacluster_1.pattern_1	70	BC11A_HUMAN.H11MO.0.A	BC11A_HUMAN.H11MO.0.A	4.3535E-07	SPIB_MOUSE.H11MO.0.A	1.13345E-06	SPIB_HUMAN.H11MO.0.A	1.13345E-06	IRF8_HUMAN.H11MO.0.B	1.34172E-06	IRF8_MOUSE.H11MO.0.A	1.34172E-06	IRF4_HUMAN.H11MO.0.A	1.34172E-06	SPI1_HUMAN.H11MO.0.A	2.29959E-06	IRF4_MOUSE.H11MO.0.A	2.30638E-06	IRF1_MOUSE.H11MO.0.A	1.19146E-05	IRF1_MA0050.2	1.251E-05
metacluster_1.pattern_2	67	TEAD4_HUMAN.H11MO.0.A	TEAD4_HUMAN.H11MO.0.A	1.0	NFIC_MOUSE.H11MO.0.A	1.0	TEAD4_MOUSE.H11MO.0.A	1.0	YY1_C2H2_1	1.0	TEAD1_HUMAN.H11MO.0.A	1.0	SOX21_HMG_1	1.0	SOX21_MA0866.1	1.0						
metacluster_1.pattern_3	58	NFYB_MA0502.1	NFYB_MA0502.1	0.00283077	Dux_MA0611.1	0.269816	EN1_homeodomain_2	0.269816	NFYA_MA0060.3	0.364837	EN1_homeodomain_4	0.364837	GBX2_homeodomain_2	0.419982	FOXI1_HUMAN.H11MO.0.B	0.444049	FOXI1_MOUSE.H11MO.0.B	0.444049	NFYA_HUMAN.H11MO.0.A	0.444049	NFYA_MOUSE.H11MO.0.A	0.444049
metacluster_1.pattern_4	50	OLIG2_HUMAN.H11MO.0.B	OLIG2_HUMAN.H11MO.0.B	1.0	OLIG2_MOUSE.H11MO.0.A	1.0																
metacluster_1.pattern_5	48	ZNF85_HUMAN.H11MO.0.C	ZNF85_HUMAN.H11MO.0.C	0.624291	ZFP82_HUMAN.H11MO.0.C	0.624291	LEF1_HUMAN.H11MO.0.A	0.624291	LEF1_MOUSE.H11MO.0.B	0.624291	PO3F2_HUMAN.H11MO.0.A	0.624291	SPIC_ETS_1	0.624291	SPIC_MA0687.1	0.624291	ZNF24_MA1124.1	0.624291	ZNF410_C2H2_1	0.624291	ZNF410_MA0752.1	0.624291
metacluster_1.pattern_6	47	IRF3_HUMAN.H11MO.0.B	IRF3_HUMAN.H11MO.0.B	0.276954	IRF3_MOUSE.H11MO.0.A	0.276954	MZF1_HUMAN.H11MO.0.B	0.967679	BRAC_HUMAN.H11MO.0.A	0.967679	BC11A_HUMAN.H11MO.0.A	0.967679	TBX3_HUMAN.H11MO.0.C	0.967679	NFAC1_HUMAN.H11MO.0.B	0.967679	STAT1_HUMAN.H11MO.0.A	0.967679	PO3F1_HUMAN.H11MO.0.C	0.967679	STAT2_HUMAN.H11MO.0.A	0.967679
metacluster_1.pattern_7	46	ZN329_HUMAN.H11MO.0.C	ZN329_HUMAN.H11MO.0.C	0.645675	TFAP2B_MA0811.1	0.645675	TFAP2B_TFAP_1	0.645675	TFAP2A_AP2_5	0.645675	TFAP2C_MA0524.2	0.645675	TFAP2C_TFAP_1	0.645675	ZNF24_MA1124.1	0.645675	NFYB_MA0502.1	0.645675	AP2A_MOUSE.H11MO.0.A	0.645675	TFAP2C_TFAP_4	0.645675
metacluster_1.pattern_8	45	TEAD4_HUMAN.H11MO.0.A	TEAD4_HUMAN.H11MO.0.A	1.0	LEF1_HUMAN.H11MO.0.A	1.0	LEF1_MOUSE.H11MO.0.B	1.0	TEAD1_TEA_2	1.0	STAT1_MOUSE.H11MO.0.A	1.0	ZNF238_C2H2_1	1.0								
metacluster_1.pattern_9	43	EBF1_EBF_1	EBF1_EBF_1	0.0130284	EBF1_MA0154.3	0.0130284	NFATC1_NFAT_2	0.115465	NFATC1_NFAT_3	0.390715	PRD16_MOUSE.H11MO.0.B	0.441498	ALX3_MA0634.1	0.857203	ALX3_homeodomain_2	0.857203	Alx1.mouse_homeodomain_1	1.0	NFAT5_MA0606.1	1.0		
metacluster_1.pattern_10	35	EBF1_EBF_1	EBF1_EBF_1	0.0958412	EBF1_MA0154.3	0.0958412	ZN394_HUMAN.H11MO.0.C	0.448421	ISL1_HUMAN.H11MO.0.A	0.58264	ISL1_MOUSE.H11MO.0.A	0.58264	ZN264_HUMAN.H11MO.0.C	0.75487	ZN502_HUMAN.H11MO.0.C	0.842302	ZN582_HUMAN.H11MO.0.C	0.842302	Sox17.mouse_HMG_2	1.0	TEAD3_MA0808.1	1.0
metacluster_1.pattern_11	26	STAT1_MA0137.3	STAT1_MA0137.3	0.0060664	STA5A_HUMAN.H11MO.0.A	0.0060664	STA5A_MOUSE.H11MO.0.A	0.0550005	Stat5a+Stat5b_MA0519.1	0.0709584	STAT4_MOUSE.H11MO.0.A	0.0733899	STAT3_MA0144.2	0.0784821	STA5B_HUMAN.H11MO.0.A	0.170273	STA5B_MOUSE.H11MO.0.A	0.170273	ZN528_HUMAN.H11MO.0.C	0.170273	ZNF75A_C2H2_1	0.170746
metacluster_1.pattern_12	23	IRF7_HUMAN.H11MO.0.C	IRF7_HUMAN.H11MO.0.C	0.00499604	IRF7_MOUSE.H11MO.0.C	0.00499604	IRF8_IRF_1	0.0162084	IRF8_IRF_2	0.0173016	IRF8_MA0652.1	0.0173016	IRF5_IRF_1	0.0173016	IRF5_MA1420.1	0.0173016	IRF4_IRF_1	0.0173016	IRF4_MA1419.1	0.0173016	STAT1+STAT2_MA0517.1	0.0173016
metacluster_1.pattern_13	23	SOX4_HUMAN.H11MO.0.B	SOX4_HUMAN.H11MO.0.B	0.470814	SOX4_MOUSE.H11MO.0.A	0.470814	ETS2_HUMAN.H11MO.0.B	0.470814	ETS2_MOUSE.H11MO.0.A	0.470814	BCL6_MOUSE.H11MO.0.A	0.470814	LEF1_HUMAN.H11MO.0.A	0.470814	LEF1_MOUSE.H11MO.0.B	0.470814	SOX2_HUMAN.H11MO.0.A	0.470814	PPARA+RXRA_MA1148.1	0.470814	TCF7L2_MA0523.1	0.470814
