Pattern	Num_Seqlets	Label	Match_1	q-value	Match_2	q-value	Match_3	q-value	Match_4	q-value	Match_5	q-value	Match_6	q-value	Match_7	q-value	Match_8	q-value	Match_9	q-value	Match_10	q-value
metacluster_0.pattern_10	1904	Nr5a2	Nr5a2_MA0505.1	0.000982336	RXRA_MOUSE.H11MO.0.A	0.000982336	RXRG_MOUSE.H11MO.0.B	0.00138547	NR6A1_HUMAN.H11MO.0.B	0.00151676	ERR1_MOUSE.H11MO.0.A	0.00305804	RARA_MOUSE.H11MO.0.A	0.00379695	ERR2_MOUSE.H11MO.0.A	0.00452186	NR5A2_HUMAN.H11MO.0.B	0.00452186	NR5A2_MOUSE.H11MO.0.A	0.00452186	STF1_HUMAN.H11MO.0.B	0.0211585
metacluster_0.pattern_11	1360	NRF1	NRF1_MA0506.1	9.91762E-06	NRF1_MOUSE.H11MO.0.A	9.25577E-05	NRF1_HUMAN.H11MO.0.A	9.25577E-05	NRF1_NRF_1	9.25577E-05	ZEB1_MA0103.3	0.336871	NHLH1_bHLH_1	1.0	NHLH1_MA0048.2	1.0	NHLH1_bHLH_2	1.0				
metacluster_0.pattern_12	1139	FOXB1	FOXB1_MA0845.1	0.00731007	FOXB1_forkhead_3	0.00731007	FOXB1_forkhead_2	0.00731007	FOXC1_MA0032.2	0.00731007	FOXC1_forkhead_3	0.00731007	FOXC1_forkhead_1	0.0120078	FOXA1_MOUSE.H11MO.0.A	0.0194942	Foxa2_MA0047.2	0.0224639	FOXA2_MOUSE.H11MO.0.A	0.0224639	FOXC2_MA0846.1	0.0243672
metacluster_0.pattern_13	1138	FOXD	FOXD2_forkhead_1	0.0556388	FOXC1_forkhead_2	0.0556388	FOXD3_forkhead_1	0.0556388	FOXC2_forkhead_1	0.0556388	FOXB1_forkhead_2	0.0634483	HNF1A_MOUSE.H11MO.0.A	0.369232	FOXD3_forkhead_2	0.575022	FOXB1_MA0845.1	0.739738	FOXB1_forkhead_3	0.739738	FOXG1_forkhead_1	0.938674
metacluster_0.pattern_14	1043	ESRRB	ESRRB_MA0141.3	0.000876143	ESRRB_nuclearreceptor_1	0.000876143	Esrra.mouse_nuclearreceptor_2	0.000876143	Esrra_MA0592.2	0.000876143	ERR2_HUMAN.H11MO.0.A	0.000876143	ERR1_MOUSE.H11MO.0.A	0.000876143	ERR1_HUMAN.H11MO.0.A	0.00107837	ERR3_HUMAN.H11MO.0.B	0.00107837	ERR2_MOUSE.H11MO.0.A	0.00116819	RARA_MOUSE.H11MO.0.A	0.00136678
metacluster_0.pattern_15	1009	FOXM1	FOXM1_HUMAN.H11MO.0.A	0.209219	FOXM1_MOUSE.H11MO.0.B	0.209219	FOXC1_forkhead_1	0.403001	Hmx2_MA0897.1	0.403001	Hmx3_MA0898.1	0.403001	POU5F1_MA1115.1	0.403001	Hmx1_MA0896.1	0.403001	FOXJ2_HUMAN.H11MO.0.C	0.403001	FOXJ2_MOUSE.H11MO.0.C	0.403001	Foxd3_MA0041.1	0.403001
metacluster_0.pattern_16	887	TEAD2	TEAD2_MOUSE.H11MO.0.C	0.00073454	TEAD1_MA0090.2	0.00073454	TEAD1_TEA_1	0.00073454	TEAD2_MA1121.1	0.00110181	TEAD4_MA0809.1	0.00205154	TEAD4_TEA_1	0.00205154	TEAD3_MA0808.1	0.0380349	TEAD3_TEA_2	0.0380349	TEAD3_TEA_1	0.053698	TEAD1_MOUSE.H11MO.0.A	0.113961
metacluster_0.pattern_17	820	SOX9	SOX9_HUMAN.H11MO.0.B	6.42003E-05	SOX9_MOUSE.H11MO.0.A	6.42003E-05	SOX10_HUMAN.H11MO.0.B	0.0011169	SOX10_MOUSE.H11MO.0.B	0.0011169	E2F2_E2F_3	0.0444869	E2F2_MA0864.1	0.0444869	Sox2_MA0143.3	0.0444869	SOX3_MOUSE.H11MO.0.C	0.169087	E2F3_E2F_2	0.216953	E2F3_MA0469.2	0.216953
metacluster_0.pattern_18	679	CEBPB	ATF4_HUMAN.H11MO.0.A	0.00357926	ATF4_MOUSE.H11MO.0.A	0.00357926	CEBPG_MOUSE.H11MO.0.B	0.00357926	CEBPG_HUMAN.H11MO.0.B	0.00475374	DDIT3_MOUSE.H11MO.0.C	0.00556781	Atf4.mouse_bZIP_1	0.0139194	ATF4_MA0833.1	0.0176778	ATF4_bZIP_1	0.0176778	CEBPA_MOUSE.H11MO.0.A	0.20086	CEBPA_MA0102.3	0.220685
metacluster_0.pattern_19	623	ZNF76	ZNF76_HUMAN.H11MO.0.C	6.79184E-22	ZN143_MOUSE.H11MO.0.A	7.83548E-11	THA11_HUMAN.H11MO.0.B	7.83548E-11	ZN143_HUMAN.H11MO.0.A	7.83548E-11	THA11_MOUSE.H11MO.0.B	7.83548E-11	ZNF143_C2H2_1	0.0124466	ZNF143_MA0088.2	0.0124466	P63_HUMAN.H11MO.0.A	0.054433	P63_MOUSE.H11MO.0.B	0.054433	STAT3_HUMAN.H11MO.0.A	0.156457
metacluster_0.pattern_20	558	CEBPB	CEBPD_HUMAN.H11MO.0.C	0.12302	CEBPB_MOUSE.H11MO.0.A	0.12302	CEBPB_HUMAN.H11MO.0.A	0.12302	CEBPA_MOUSE.H11MO.0.A	0.12302	CEBPD_MOUSE.H11MO.0.B	0.12302	CEBPE_MA0837.1	0.12302	CEBPE_bZIP_1	0.12302	CEBPB_MA0466.2	0.12302	CEBPB_bZIP_1	0.12302	CEBPA_HUMAN.H11MO.0.A	0.12302
metacluster_0.pattern_21	419	ATF1	ATF3_HUMAN.H11MO.0.A	2.03316E-05	ARNTL_bHLH_1	0.00468253	MITF_HUMAN.H11MO.0.A	0.00468253	TFE3_HUMAN.H11MO.0.B	0.00468253	TFE3_MOUSE.H11MO.0.A	0.00468253	BHLHE41_MA0636.1	0.00468253	BHLHE41_bHLH_1	0.00468253	TFE3_bHLH_1	0.00468253	TFEB_MA0692.1	0.00468253	TFEB_bHLH_1	0.00468253
metacluster_0.pattern_22	395	SOX9	SOX9_HUMAN.H11MO.0.B	0.0123338	SOX9_MOUSE.H11MO.0.A	0.0123338	SOX10_HUMAN.H11MO.0.B	0.0333567	SOX10_MOUSE.H11MO.0.B	0.0333567	Sox2_MA0143.3	0.0989387	SOX3_MOUSE.H11MO.0.C	0.231057	SOX3_HUMAN.H11MO.0.B	0.415822	Sox3_MA0514.1	0.813616	SOX17_HUMAN.H11MO.0.C	0.869649	E2F2_E2F_3	0.869649
metacluster_0.pattern_23	234	ETS	ETV6_MOUSE.H11MO.0.C	0.00995046	ETV4_MOUSE.H11MO.0.B	0.00995046	ETS1_HUMAN.H11MO.0.A	0.00995046	ETS1_MOUSE.H11MO.0.A	0.00995046	ETV4_HUMAN.H11MO.0.B	0.00995046	ERG_HUMAN.H11MO.0.A	0.00995046	ETV2_HUMAN.H11MO.0.B	0.00995046	ETV2_MOUSE.H11MO.0.A	0.00995046	ERG_MOUSE.H11MO.0.A	0.00995046	ERF_ETS_1	0.00995046
metacluster_0.pattern_24	226	HNF4A	HNF4A_HUMAN.H11MO.0.A	0.00303072	HNF4A_MOUSE.H11MO.0.A	0.00303072	HNF4A_nuclearreceptor_5	0.00303072	HNF4G_HUMAN.H11MO.0.B	0.00303072	HNF4G_MOUSE.H11MO.0.C	0.00303072	HNF4G_MA0484.1	0.00303072	Hnf4a.mouse_nuclearreceptor_1	0.00314713	Hnf4a_MA0114.3	0.00314713	HNF4A_nuclearreceptor_2	0.0057778	HNF4A_nuclearreceptor_3	0.00583599
metacluster_0.pattern_25	207	ZBTB33	KAISO_HUMAN.H11MO.0.A	0.00580832	KAISO_MOUSE.H11MO.0.B	0.00580832	ZBTB33_MA0527.1	0.00724486	ZBED1_MA0749.1	0.284524	ZBED1_znf_BED_1	0.284524										
metacluster_0.pattern_26	177	ETV-ETV-dimer	ETV6_ETS_1	6.74089E-05	GABPA_MOUSE.H11MO.0.A	0.0432067	GABPA_HUMAN.H11MO.0.A	0.0540346	IRF8_IRF_2	0.0890639	IRF8_MA0652.1	0.0890639	IRF8_IRF_1	0.0890639	IRF4_IRF_1	0.0890639	IRF4_MA1419.1	0.0890639	IRF9_IRF_1	0.0890639	IRF9_MA0653.1	0.0890639
metacluster_0.pattern_27	170	UNK	FOXA1_MOUSE.H11MO.0.A	0.102193	FOXA2_HUMAN.H11MO.0.A	0.102193	Foxa2_MA0047.2	0.102193	FOXC1_MA0032.2	0.102193	FOXC1_forkhead_3	0.102193	FOXA2_MOUSE.H11MO.0.A	0.102193	FOXK1_MA0852.2	0.102193	FOXA1_MA0148.3	0.102193	FOXB1_MA0845.1	0.102193	FOXB1_forkhead_3	0.102193
metacluster_0.pattern_28	158	SOX9	SOX9_HUMAN.H11MO.0.B	0.00342328	SOX9_MOUSE.H11MO.0.A	0.00342328	E2F3_E2F_2	0.0279592	E2F3_MA0469.2	0.0279592	SOX10_HUMAN.H11MO.0.B	0.0435698	SOX10_MOUSE.H11MO.0.B	0.0435698	Sox2_MA0143.3	0.0435698	E2F2_E2F_3	0.0550712	E2F2_MA0864.1	0.0550712	SOX3_HUMAN.H11MO.0.B	0.0657064
metacluster_0.pattern_29	148	UNK	REST_MOUSE.H11MO.0.A	1.0	REST_HUMAN.H11MO.0.A	1.0	ZBT18_HUMAN.H11MO.0.C	1.0	ELK4_HUMAN.H11MO.0.A	1.0	IRF4_HUMAN.H11MO.0.A	1.0	ETV6_ETS_1	1.0								
metacluster_0.pattern_30	146	IRF	IRF2_HUMAN.H11MO.0.A	6.45704E-06	IRF2_MOUSE.H11MO.0.B	6.45704E-06	IRF1_MOUSE.H11MO.0.A	1.37682E-05	IRF1_MA0050.2	2.54832E-05	IRF8_HUMAN.H11MO.0.B	2.54832E-05	IRF8_MOUSE.H11MO.0.A	2.54832E-05	IRF1_HUMAN.H11MO.0.A	4.32588E-05	PRDM1_C2H2_1	0.00112462	PRDM1_HUMAN.H11MO.0.A	0.00292905	PRDM1_MOUSE.H11MO.0.A	0.00292905
metacluster_0.pattern_31	142	TEAD2	TEAD2_MA1121.1	0.0543304	TEAD1_HUMAN.H11MO.0.A	0.0543304	TEAD1_MOUSE.H11MO.0.A	0.10546	TEAD2_MOUSE.H11MO.0.C	0.179526	TEAD3_MA0808.1	0.179526	TEAD3_TEA_2	0.179526	SMCA5_MOUSE.H11MO.0.C	0.232244	SMCA5_HUMAN.H11MO.0.C	0.323966	ZSC31_HUMAN.H11MO.0.C	0.323966	ZN502_HUMAN.H11MO.0.C	0.613048
metacluster_0.pattern_32	108	FOXM1-FOXM1-dimer	FOXM1_HUMAN.H11MO.0.A	0.00224254	FOXM1_MOUSE.H11MO.0.B	0.00224254	FOXA2_HUMAN.H11MO.0.A	0.00948924	FOXJ2_HUMAN.H11MO.0.C	0.0379966	FOXJ2_MOUSE.H11MO.0.C	0.0379966	FOXA1_HUMAN.H11MO.0.A	0.0379966	MAFF_MA0495.2	0.0648928	MAFF_MOUSE.H11MO.0.A	0.0799411	Foxa2_MA0047.2	0.0799411	FOXA1_MOUSE.H11MO.0.A	0.0799411
metacluster_0.pattern_33	95		CEBPD_HUMAN.H11MO.0.C	0.271411	CEBPD_MOUSE.H11MO.0.B	0.271411	CEBPB_MOUSE.H11MO.0.A	0.547454	CEBPA_MOUSE.H11MO.0.A	0.547454	CEBPA_MA0102.3	0.662152	CEBPB_HUMAN.H11MO.0.A	0.662152	ZN260_HUMAN.H11MO.0.C	0.662152	AP2A_HUMAN.H11MO.0.A	0.662152	CEBPA_HUMAN.H11MO.0.A	0.662152	SMCA5_MOUSE.H11MO.0.C	0.662152
metacluster_0.pattern_34	86		ZNF76_HUMAN.H11MO.0.C	0.00109547	ZN143_MOUSE.H11MO.0.A	0.0285418	ZNF143_C2H2_1	0.0285418	ZNF143_MA0088.2	0.0285418	THA11_HUMAN.H11MO.0.B	0.0285418	THA11_MOUSE.H11MO.0.B	0.0285418	ZN143_HUMAN.H11MO.0.A	0.0285418	ZN816_HUMAN.H11MO.0.C	0.231069	P63_HUMAN.H11MO.0.A	0.455019	P63_MOUSE.H11MO.0.B	0.455019
metacluster_0.pattern_35	78		CTCFL_MA1102.1	0.1667	CTCFL_MOUSE.H11MO.0.A	0.1667	CTCFL_HUMAN.H11MO.0.A	0.1667	CTCF_MOUSE.H11MO.0.A	0.1667	KLF8_HUMAN.H11MO.0.C	0.1667	KLF8_MOUSE.H11MO.0.C	0.1667	CTCF_HUMAN.H11MO.0.A	0.169833	CTCF_MA0139.1	0.24175	INSM1_MA0155.1	0.658192	CTCF_C2H2_1	0.658192
metacluster_0.pattern_36	72		TAF1_MOUSE.H11MO.0.A	0.000266246	THAP1_HUMAN.H11MO.0.C	0.000270415	TYY1_HUMAN.H11MO.0.A	0.000270415	TYY1_MOUSE.H11MO.0.A	0.000431637	YY1_MA0095.2	0.000458402	TAF1_HUMAN.H11MO.0.A	0.000979083	ZFP42_HUMAN.H11MO.0.A	0.0146025	ZFP42_MOUSE.H11MO.0.A	0.0146025	YY2_C2H2_2	0.0182117	YY1_C2H2_1	0.152715
metacluster_0.pattern_37	50		CEBPA_MA0102.3	0.0299534	CEBPD_MOUSE.H11MO.0.B	0.0299534	CEBPB_MOUSE.H11MO.0.A	0.0299534	CEBPD_HUMAN.H11MO.0.C	0.0299534	CEBPA_MOUSE.H11MO.0.A	0.0299534	CEBPB_HUMAN.H11MO.0.A	0.0407704	CEBPA_HUMAN.H11MO.0.A	0.0613719	Cebpb.mouse_bZIP_1	0.0613719	CEBPB_bZIP_2	0.0613719	CEBPD_MA0836.1	0.0613719
metacluster_0.pattern_38	41		RFX3_MOUSE.H11MO.0.C	1.88965E-07	RFX1_HUMAN.H11MO.0.B	2.28892E-07	RFX1_MOUSE.H11MO.0.A	2.28892E-07	Rfx1_MA0509.1	3.99882E-07	RFX2_HUMAN.H11MO.0.A	1.5689E-06	RFX3_MA0798.1	1.5689E-06	RFX3_RFX_1	1.5689E-06	RFX5_MA0510.2	1.5689E-06	RFX5_RFX_1	1.5689E-06	RFX2_MA0600.2	1.5689E-06
metacluster_0.pattern_39	40		Foxg1.mouse_forkhead_1	0.119344	COT1_MOUSE.H11MO.0.B	0.119344	Rarb.mouse_nuclearreceptor_2	0.119344	TCF7L1_HMG_1	0.119344	TCF7L1_MA1421.1	0.119344	FOXP2_MA0593.1	0.119344	Tcf7.mouse_HMG_1	0.119344	Tcf7_MA0769.1	0.119344	RARG_nuclearreceptor_6	0.119344	Sox2_MA0143.3	0.119344
metacluster_0.pattern_40	29		CEBPE_MA0837.1	2.63828E-05	CEBPE_bZIP_1	2.63828E-05	CEBPB_MOUSE.H11MO.0.A	3.44045E-05	CEBPB_MA0466.2	3.44045E-05	CEBPB_bZIP_1	3.44045E-05	CEBPD_MA0836.1	3.44045E-05	CEBPD_bZIP_1	3.44045E-05	Cebpb.mouse_bZIP_1	3.44045E-05	CEBPB_bZIP_2	4.11253E-05	CEBPG_MA0838.1	5.47598E-05
metacluster_0.pattern_41	28		FOS_MOUSE.H11MO.0.A	0.00508122	FOSL2_HUMAN.H11MO.0.A	0.00508122	FOSL1+JUN_MA1128.1	0.00508122	FOSL1_HUMAN.H11MO.0.A	0.00508122	FOSL1_MOUSE.H11MO.0.A	0.00508122	FOS+JUND_MA1141.1	0.00508122	FOSL1+JUNB_MA1137.1	0.00508122	FOSL2+JUN_MA1130.1	0.00611852	JUND_MOUSE.H11MO.0.A	0.0131286	FOS+JUNB_MA1134.1	0.0131286
metacluster_0.pattern_42	24		IRF2_HUMAN.H11MO.0.A	3.82603E-07	IRF2_MOUSE.H11MO.0.B	3.82603E-07	IRF1_MOUSE.H11MO.0.A	6.86494E-07	IRF1_MA0050.2	2.47217E-06	IRF1_HUMAN.H11MO.0.A	2.67529E-06	PRDM1_HUMAN.H11MO.0.A	2.27929E-05	PRDM1_MOUSE.H11MO.0.A	2.27929E-05	PRDM1_C2H2_1	0.000131145	STAT2_HUMAN.H11MO.0.A	0.000687903	STAT2_MOUSE.H11MO.0.A	0.000687903
metacluster_0.pattern_43	23		NR2F1_nuclearreceptor_3	0.810269	RXRA_MOUSE.H11MO.0.A	0.810269	PRDM5_MOUSE.H11MO.0.A	0.810269	RARA_MOUSE.H11MO.0.A	0.810269	RARA_HUMAN.H11MO.0.A	0.810269	COT2_MOUSE.H11MO.0.A	0.810269	RXRG_MOUSE.H11MO.0.B	0.810269	RORA_HUMAN.H11MO.0.C	0.983609	RORA_MOUSE.H11MO.0.C	0.983609	TFE2_HUMAN.H11MO.0.A	0.983609
metacluster_0.pattern_44	22		FOXA2_HUMAN.H11MO.0.A	0.0558357	FOXB1_MA0845.1	0.0558357	FOXB1_forkhead_3	0.0558357	FOXC1_MA0032.2	0.0558357	FOXC1_forkhead_3	0.0558357	FOXM1_HUMAN.H11MO.0.A	0.0558357	FOXM1_MOUSE.H11MO.0.B	0.0558357	FOXA1_HUMAN.H11MO.0.A	0.0558357	Foxa2_MA0047.2	0.0628557	FOXD3_forkhead_2	0.0628557
metacluster_0.pattern_45	22		Sox3_MA0514.1	0.0890488	SOX9_HUMAN.H11MO.0.B	0.0890488	SOX9_MOUSE.H11MO.0.A	0.0890488	Sox2_MA0143.3	0.0890488	TCF7L1_HMG_1	0.0890488	TCF7L1_MA1421.1	0.0890488	Tcf7.mouse_HMG_1	0.0890488	Tcf7_MA0769.1	0.0890488	SOX9_MA0077.1	0.0890488	SOX4_HUMAN.H11MO.0.B	0.0919201
metacluster_0.pattern_46	21		CEBPA_HUMAN.H11MO.0.A	0.00366221	CEBPB_HUMAN.H11MO.0.A	0.00366221	CEBPA_MA0102.3	0.00366221	CEBPD_HUMAN.H11MO.0.C	0.00366221	CEBPA_MOUSE.H11MO.0.A	0.00366221	CEBPB_MOUSE.H11MO.0.A	0.00366221	CEBPD_MOUSE.H11MO.0.B	0.00366221	CEBPE_MA0837.1	0.0159421	CEBPE_bZIP_1	0.0159421	Cebpb.mouse_bZIP_1	0.0159421
metacluster_1.pattern_0	238		Arid3b_MA0601.1	0.978194	ONECUT3_CUT_1	0.978194	ONECUT3_MA0757.1	0.978194	Arx.mouse_homeodomain_1	0.978194	CPEB1_RRM_1	0.978194	Alx4.mouse_homeodomain_1	0.978194	ARX_homeodomain_1	0.978194	FOXD2_forkhead_1	0.978194	POU3F3_MA0788.1	0.978194	POU3F3_POU_1	0.978194
metacluster_1.pattern_1	221		FOXC1_forkhead_1	0.0437616	ONECUT3_CUT_1	0.0437616	ONECUT3_MA0757.1	0.0437616	ONECUT1_CUT_1	0.0579743	HNF6_HUMAN.H11MO.0.B	0.0696641	HNF6_MOUSE.H11MO.0.A	0.0696641	FOXJ3_HUMAN.H11MO.0.A	0.0696641	FOXJ3_MOUSE.H11MO.0.A	0.0696641	FOXL1_forkhead_2	0.0696641	Alx4.mouse_homeodomain_1	0.0696641
metacluster_1.pattern_2	147		TYY1_HUMAN.H11MO.0.A	0.0759458	YY1_MA0095.2	0.0759458	TYY1_MOUSE.H11MO.0.A	0.0861863	TAF1_MOUSE.H11MO.0.A	0.179555	THAP1_HUMAN.H11MO.0.C	0.179555	YY2_C2H2_2	1.0								
metacluster_1.pattern_3	138		STAT6_HUMAN.H11MO.0.B	1.0	STA5A_MOUSE.H11MO.0.A	1.0	Stat6_MA0520.1	1.0	Stat5a+Stat5b_MA0519.1	1.0	STA5B_HUMAN.H11MO.0.A	1.0	STA5B_MOUSE.H11MO.0.A	1.0								
metacluster_1.pattern_4	136		NFYA_MA0060.3	0.111296	FOXI1_HUMAN.H11MO.0.B	0.111296	FOXI1_MOUSE.H11MO.0.B	0.111296	NFYB_MA0502.1	0.124155	Dux_MA0611.1	0.144405	NFYA_HUMAN.H11MO.0.A	0.152147	NFYA_MOUSE.H11MO.0.A	0.152147	PDX1_HUMAN.H11MO.0.A	0.152147	NFYC_MOUSE.H11MO.0.B	0.152147	NFYC_HUMAN.H11MO.0.A	0.152147
metacluster_1.pattern_5	121		FOXB1_forkhead_2	0.55836	FOXB1_MA0845.1	0.677581	FOXB1_forkhead_3	0.677581	FOXC1_MA0032.2	0.748416	FOXC1_forkhead_3	0.748416	CUX2_CUT_1	0.879963	FOXD2_forkhead_1	0.879963	FOXC1_forkhead_2	0.993736				
metacluster_1.pattern_6	118		ZNF384_MA1125.1	0.0383565	Arid3b_MA0601.1	0.192512	ONECUT3_CUT_1	0.289347	ONECUT3_MA0757.1	0.289347	ONECUT1_CUT_1	0.289347	LHX3_HUMAN.H11MO.0.C	0.289347	Foxq1_MA0040.1	0.289347	mix-a_MA0621.1	0.289347	Hoxd9.mouse_homeodomain_2	0.289347	Hoxd9_MA0913.1	0.289347
metacluster_1.pattern_7	88		ZBTB18_MA0698.1	1.0	ZNF238_C2H2_2	1.0	MEOX2_homeodomain_3	1.0														
metacluster_1.pattern_8	73		SRY_HUMAN.H11MO.0.B	1.0	SRY_MOUSE.H11MO.0.B	1.0	ANDR_HUMAN.H11MO.0.A	1.0	RORA_nuclearreceptor_1	1.0	FOXJ2_HUMAN.H11MO.0.C	1.0	FOXJ2_MOUSE.H11MO.0.C	1.0								
metacluster_1.pattern_9	69		ZNF263_MA0528.1	1.0	ZFP82_HUMAN.H11MO.0.C	1.0	STAT1_MOUSE.H11MO.0.A	1.0	PRDM1_C2H2_1	1.0	IRF1_HUMAN.H11MO.0.A	1.0	PRDM1_HUMAN.H11MO.0.A	1.0	PRDM1_MOUSE.H11MO.0.A	1.0	IRF2_HUMAN.H11MO.0.A	1.0	IRF2_MOUSE.H11MO.0.B	1.0	STAT2_HUMAN.H11MO.0.A	1.0
metacluster_1.pattern_10	30		NKX22_MOUSE.H11MO.0.A	1.0	Nkx2-5_MA0503.1	1.0	ZBT7A_HUMAN.H11MO.0.A	1.0	ZBT7A_MOUSE.H11MO.0.B	1.0	ZN770_HUMAN.H11MO.0.C	1.0										
